Type,Province,Town,Bedrooms,Stage,Sale_Count,Rent_Count,Sale_Median_Bathrooms,Rent_Median_Bathrooms,Sale_Median_IntArea,Rent_Median_IntArea,Sale_Median_ExtArea,Rent_Median_ExtArea,Sale_Min_Price,Sale_Max_Price,Sale_Median_Price,Rent_Min_Price,Rent_Max_Price,Rent_Median_Price,Downpayment,Loan,Repayment_Monthly,Vacancy_Monthly,Repairs_Monthly,Management_Monthly,Net_Rent_Monthly,Net_Rent_Year,Total_Years,CoC_Return
Apartment,Central,Attard,2.0,Furnished,4,92,2.0,2.0,60.0,40.5,7.0,3.0,240000.0,365000.0,312500.0,650.0,1800.0,900.0,31250.0,281250.0,1345.97,45.0,45.0,90.0,-625.97,-7511.59,61.17,-24.04
Penthouse,East,Swieqi,3.0,Finished,9,136,2.0,2.0,124.0,118.5,59.0,17.5,625000.0,749000.0,695000.0,950.0,5000.0,2000.0,69500.0,625500.0,2993.43,100.0,100.0,200.0,-1393.43,-16721.13,61.2,-24.06
Maisonette,North,Mellieha,3.0,Unclassified,6,104,2.0,2.0,115.0,95.0,24.0,15.0,284500.0,385000.0,348000.0,500.0,3000.0,1000.0,34800.0,313200.0,1498.87,50.0,50.0,100.0,-698.87,-8386.41,61.25,-24.1
Apartment,North,Qawra,3.0,Unclassified,20,486,2.0,2.0,125.0,100.0,10.0,10.0,190000.0,580000.0,315000.0,550.0,2800.0,905.0,31500.0,283500.0,1356.73,45.25,45.25,90.5,-632.73,-7592.8,61.26,-24.1
Penthouse,North,Qawra,1.0,Shell,3,44,1.0,1.0,68.5,32.5,23.5,15.0,185000.0,278500.0,278500.0,550.0,1150.0,800.0,27850.0,250650.0,1199.52,40.0,40.0,80.0,-559.52,-6714.3,61.26,-24.11
Townhouse,South,Zabbar,2.0,Unclassified,5,4,1.5,2.0,87.5,80.0,11.5,10.0,197000.0,375000.0,296000.0,650.0,1500.0,850.0,29600.0,266400.0,1274.9,42.5,42.5,85.0,-594.9,-7138.78,61.27,-24.12
Maisonette,South,Zabbar,2.0,Finished,15,20,2.0,1.0,109.0,110.0,26.0,16.0,223500.0,303000.0,270000.0,650.0,1100.0,775.0,27000.0,243000.0,1162.91,38.75,38.75,77.5,-542.91,-6514.97,61.29,-24.13
Maisonette,South,Zurrieq,3.0,Plan,4,38,2.0,2.0,128.0,115.0,32.0,14.0,295000.0,315000.0,305000.0,600.0,2000.0,875.0,30500.0,274500.0,1313.66,43.75,43.75,87.5,-613.66,-7363.95,61.31,-24.14
Apartment,East,Gharghur,2.0,Furnished,3,76,3.0,2.0,84.0,1.0,10.0,1.0,310000.0,349000.0,349000.0,650.0,1500.0,1000.0,34900.0,314100.0,1503.17,50.0,50.0,100.0,-703.17,-8438.09,61.35,-24.18
Penthouse,South,Birzebbuga,2.0,Finished,16,23,2.0,1.0,83.0,47.5,18.5,23.0,195000.0,450000.0,319000.0,700.0,1500.0,913.0,31900.0,287100.0,1373.96,45.65,45.65,91.3,-643.56,-7722.74,61.4,-24.21
Apartment,North,Qawra,3.0,Plan,100,486,2.0,2.0,132.0,100.0,29.0,10.0,213000.0,582500.0,316500.0,550.0,2800.0,905.0,31650.0,284850.0,1363.19,45.25,45.25,90.5,-639.19,-7670.33,61.43,-24.23
Apartment,South,Kirkop,3.0,Finished,4,16,2.0,2.0,117.0,125.0,22.0,10.0,302000.0,310000.0,306000.0,1.0,1050.0,875.0,30600.0,275400.0,1317.97,43.75,43.75,87.5,-617.97,-7415.64,61.43,-24.23
Townhouse,East,Sliema,3.0,Unclassified,4,189,1.5,2.0,140.0,151.0,51.0,30.0,549000.0,850000.0,699500.0,800.0,7000.0,2000.0,69950.0,629550.0,3012.81,100.0,100.0,200.0,-1412.81,-16953.72,61.43,-24.24
Townhouse,East,Saint Julian's,3.0,Unclassified,3,26,2.0,2.5,135.0,173.0,45.0,40.0,850000.0,1100000.0,875000.0,800.0,4500.0,2500.0,87500.0,787500.0,3768.7,125.0,125.0,250.0,-1768.7,-21224.45,61.46,-24.26
Penthouse,North,Qawra,2.0,Finished,24,83,2.0,2.0,97.5,70.0,62.0,10.0,202000.0,449000.0,350000.0,550.0,2100.0,1000.0,35000.0,315000.0,1507.48,50.0,50.0,100.0,-707.48,-8489.78,61.46,-24.26
Penthouse,East,Sliema,2.0,Finished,12,502,2.0,2.0,100.0,95.0,50.0,30.0,350000.0,750000.0,595000.0,700.0,6000.0,1700.0,59500.0,535500.0,2562.72,85.0,85.0,170.0,-1202.72,-14432.62,61.46,-24.26
Townhouse,Central,Qormi,3.0,Unclassified,16,8,2.0,2.0,163.5,1.0,15.0,1.0,245000.0,1063000.0,420000.0,850.0,1400.0,1200.0,42000.0,378000.0,1808.98,60.0,60.0,120.0,-848.98,-10187.74,61.46,-24.26
Maisonette,South,Luqa,3.0,Unclassified,3,12,2.0,2.0,120.0,152.0,40.0,10.0,266000.0,426000.0,315000.0,750.0,1300.0,900.0,31500.0,283500.0,1356.73,45.0,45.0,90.0,-636.73,-7640.8,61.46,-24.26
Maisonette Duplex,East,Swieqi,3.0,Finished,3,9,3.0,2.0,,160.0,,100.0,495000.0,595000.0,525000.0,1000.0,2000.0,1500.0,52500.0,472500.0,2261.22,75.0,75.0,150.0,-1061.22,-12734.67,61.46,-24.26
Maisonette,North,Burmarrad,3.0,Plan,3,3,2.0,2.0,0.0,160.0,10.5,60.0,264500.0,360000.0,350000.0,1000.0,1550.0,1000.0,35000.0,315000.0,1507.48,50.0,50.0,100.0,-707.48,-8489.78,61.46,-24.26
Penthouse,South,Marsaskala,2.0,Plan,9,130,2.0,1.0,90.0,75.0,29.0,20.5,287000.0,457000.0,350000.0,650.0,2000.0,1000.0,35000.0,315000.0,1507.48,50.0,50.0,100.0,-707.48,-8489.78,61.46,-24.26
Apartment,South,Kalkara,1.0,Plan,106,16,1.0,1.0,54.0,60.0,10.0,5.0,215000.0,585000.0,315000.0,600.0,2000.0,900.0,31500.0,283500.0,1356.73,45.0,45.0,90.0,-636.73,-7640.8,61.46,-24.26
Penthouse,South,Zejtun,2.0,Shell,8,13,2.0,1.0,90.5,75.0,25.0,20.0,255000.0,329000.0,297500.0,600.0,1900.0,850.0,29750.0,267750.0,1281.36,42.5,42.5,85.0,-601.36,-7216.31,61.46,-24.26
Penthouse,South,Fgura,3.0,Finished,19,11,2.0,2.0,104.0,,56.0,,218000.0,450000.0,350000.0,750.0,1500.0,1000.0,35000.0,315000.0,1507.48,50.0,50.0,100.0,-707.48,-8489.78,61.46,-24.26
Penthouse,South,Zabbar,2.0,Unclassified,8,15,2.0,1.5,76.0,120.0,46.0,10.0,212000.0,400000.0,297500.0,575.0,1300.0,850.0,29750.0,267750.0,1281.36,42.5,42.5,85.0,-601.36,-7216.31,61.46,-24.26
Villa Semi-Detached,East,Swieqi,4.0,Unclassified,3,35,3.0,3.0,335.0,350.0,285.0,50.0,1400000.0,2000000.0,1400000.0,1800.0,6000.0,4000.0,140000.0,1260000.0,6029.93,200.0,200.0,400.0,-2829.93,-33959.12,61.46,-24.26
Maisonette,South,Zejtun,3.0,Shell,3,12,2.0,1.5,170.0,124.0,83.0,17.0,265000.0,383000.0,298000.0,700.0,1200.0,850.0,29800.0,268200.0,1283.51,42.5,42.5,85.0,-603.51,-7242.16,61.52,-24.3
Penthouse,Gozo,Gozo - Victoria,2.0,Plan,4,21,2.5,2.0,95.0,,26.0,,206000.0,330000.0,263000.0,550.0,1200.0,750.0,26300.0,236700.0,1132.76,37.5,37.5,75.0,-532.76,-6393.18,61.53,-24.31
Apartment,West,Siggiewi,2.0,Finished,7,36,2.0,1.5,110.0,80.0,15.0,10.0,255000.0,340000.0,281000.0,600.0,2100.0,800.0,28100.0,252900.0,1210.29,40.0,40.0,80.0,-570.29,-6843.51,61.59,-24.35
Apartment Duplex,East,Sliema,3.0,Furnished,3,10,2.0,2.0,,,,,345000.0,851000.0,650000.0,1200.0,8000.0,1850.0,65000.0,585000.0,2799.61,92.5,92.5,185.0,-1319.61,-15835.3,61.6,-24.36
Maisonette,South,Qrendi,3.0,Finished,7,8,2.0,1.5,,135.0,,15.0,230000.0,356000.0,299000.0,650.0,1000.0,850.0,29900.0,269100.0,1287.82,42.5,42.5,85.0,-607.82,-7293.84,61.64,-24.39
Penthouse,North,Mellieha,2.0,Unclassified,8,152,1.5,2.0,78.0,100.0,29.0,25.0,235000.0,480000.0,422000.0,550.0,2600.0,1200.0,42200.0,379800.0,1817.59,60.0,60.0,120.0,-857.59,-10291.11,61.63,-24.39
Apartment,Gozo,Gozo - Ghajnsielem,2.0,Plan,7,47,2.0,1.0,83.0,0.0,8.0,10.0,143000.0,300000.0,211000.0,420.0,6000.0,600.0,21100.0,189900.0,908.8,30.0,30.0,60.0,-428.8,-5145.55,61.63,-24.39
Penthouse,Central,Swatar,3.0,Finished,5,10,2.0,2.0,165.0,1.0,35.0,1.0,372000.0,490000.0,475000.0,950.0,1500.0,1350.0,47500.0,427500.0,2045.87,67.5,67.5,135.0,-965.87,-11590.41,61.65,-24.4
Apartment,South,Zabbar,3.0,Furnished,11,75,2.0,2.0,116.5,102.5,9.0,5.0,234000.0,320000.0,282000.0,650.0,1500.0,800.0,28200.0,253800.0,1214.6,40.0,40.0,80.0,-574.6,-6895.19,61.72,-24.45
Townhouse,West,Rabat,3.0,Furnished,9,22,2.0,2.5,200.0,320.0,26.0,60.0,448000.0,850500.0,529000.0,900.0,2500.0,1500.0,52900.0,476100.0,2278.45,75.0,75.0,150.0,-1078.45,-12941.41,61.74,-24.46
Penthouse,South,Zurrieq,2.0,Finished,11,11,2.0,2.0,85.0,95.0,29.0,20.0,239000.0,525000.0,300000.0,700.0,950.0,850.0,30000.0,270000.0,1292.13,42.5,42.5,85.0,-612.13,-7345.53,61.76,-24.49
Apartment,Gozo,Gozo - Victoria,3.0,Furnished,4,127,2.0,2.0,83.0,90.0,11.0,10.0,225000.0,302000.0,265000.0,450.0,2100.0,750.0,26500.0,238500.0,1141.38,37.5,37.5,75.0,-541.38,-6496.55,61.81,-24.52
Penthouse,Gozo,Gozo - Xewkija,3.0,Unclassified,5,7,2.0,2.0,112.0,50.0,29.0,15.0,188000.0,325000.0,265000.0,700.0,1500.0,750.0,26500.0,238500.0,1141.38,37.5,37.5,75.0,-541.38,-6496.55,61.81,-24.52
Apartment,South,Birzebbuga,2.0,Plan,6,91,1.5,1.0,0.0,1.0,12.0,1.0,215000.0,312000.0,265500.0,500.0,1200.0,750.0,26550.0,238950.0,1143.53,37.5,37.5,75.0,-543.53,-6522.39,61.88,-24.57
Penthouse,North,Mellieha,2.0,Finished,32,152,2.0,2.0,102.0,100.0,36.0,25.0,309000.0,750000.0,425000.0,550.0,2600.0,1200.0,42500.0,382500.0,1830.51,60.0,60.0,120.0,-870.51,-10446.16,61.89,-24.58
Penthouse,South,Qrendi,2.0,Furnished,3,5,1.0,1.5,55.5,110.0,74.0,35.0,298000.0,349000.0,319000.0,850.0,1000.0,900.0,31900.0,287100.0,1373.96,45.0,45.0,90.0,-653.96,-7847.54,61.92,-24.6
Maisonette,West,Zebbug,2.0,Furnished,3,23,1.0,1.0,102.0,90.0,23.0,19.0,265000.0,372000.0,319000.0,650.0,1200.0,900.0,31900.0,287100.0,1373.96,45.0,45.0,90.0,-653.96,-7847.54,61.92,-24.6
Apartment,South,Marsaskala,1.0,Furnished,4,96,1.0,1.0,90.0,62.0,5.0,4.0,96000.0,300000.0,235000.0,400.0,2100.0,662.5,23500.0,211500.0,1012.17,33.12,33.12,66.25,-482.17,-5785.99,61.95,-24.62
Maisonette,East,Valletta,1.0,Furnished,6,82,1.0,1.0,39.0,30.5,1.0,1.0,275000.0,430000.0,355000.0,550.0,2738.0,1000.0,35500.0,319500.0,1529.02,50.0,50.0,100.0,-729.02,-8748.2,61.98,-24.64
Apartment,South,Tarxien,1.0,Finished,4,3,2.0,1.0,57.0,,10.0,,145000.0,187000.0,177500.0,450.0,600.0,500.0,17750.0,159750.0,764.51,25.0,25.0,50.0,-364.51,-4374.1,61.98,-24.64
Apartment,East,Gharghur,2.0,Unclassified,3,76,2.0,2.0,92.0,1.0,12.0,1.0,350000.0,360000.0,355000.0,650.0,1500.0,1000.0,35500.0,319500.0,1529.02,50.0,50.0,100.0,-729.02,-8748.2,61.98,-24.64
Apartment,East,Sliema,1.0,Finished,18,1189,1.0,1.0,62.0,50.0,13.0,1.0,266000.0,570000.0,337500.0,500.0,4200.0,950.0,33750.0,303750.0,1453.64,47.5,47.5,95.0,-693.64,-8323.72,62.01,-24.66
Townhouse,East,Sliema,2.0,Furnished,6,113,2.0,2.0,127.5,83.0,20.0,20.0,388000.0,691000.0,497500.0,600.0,4000.0,1400.0,49750.0,447750.0,2142.78,70.0,70.0,140.0,-1022.78,-12273.33,62.02,-24.67
Apartment,North,Mgarr,3.0,Finished,41,167,2.0,2.0,125.0,1.0,20.0,1.0,262000.0,595000.0,320000.0,600.0,2400.0,900.0,32000.0,288000.0,1378.27,45.0,45.0,90.0,-658.27,-7899.23,62.04,-24.69
Apartment,Central,Balzan,2.0,Furnished,3,43,1.0,2.0,115.0,100.0,11.0,17.0,319000.0,351000.0,320000.0,600.0,2500.0,900.0,32000.0,288000.0,1378.27,45.0,45.0,90.0,-658.27,-7899.23,62.04,-24.69
Maisonette,West,Zebbug,2.0,Unclassified,3,23,2.0,1.0,80.0,90.0,14.0,19.0,309000.0,371000.0,320000.0,650.0,1200.0,900.0,32000.0,288000.0,1378.27,45.0,45.0,90.0,-658.27,-7899.23,62.04,-24.69
Maisonette,South,Kalkara,1.0,Furnished,274,16,,1.0,,,,,245000.0,245000.0,245000.0,600.0,2500.0,687.5,24500.0,220500.0,1055.24,34.38,34.38,68.75,-505.24,-6062.85,62.12,-24.75
Townhouse,West,Rabat,3.0,Unclassified,7,22,2.0,2.5,170.0,320.0,12.0,60.0,315000.0,1100000.0,535000.0,900.0,2500.0,1500.0,53500.0,481500.0,2304.29,75.0,75.0,150.0,-1104.29,-13251.52,62.15,-24.77
House of Character,West,Zebbug,3.0,Finished,3,28,2.0,2.0,,500.0,,500.0,530000.0,820000.0,535000.0,700.0,4000.0,1500.0,53500.0,481500.0,2304.29,75.0,75.0,150.0,-1104.29,-13251.52,62.15,-24.77
Penthouse,South,Marsaxlokk,3.0,Plan,21,4,2.0,2.0,62.0,1.0,33.0,1.0,400000.0,546000.0,446000.0,1100.0,3200.0,1250.0,44600.0,401400.0,1920.96,62.5,62.5,125.0,-920.96,-11051.55,62.17,-24.78
Penthouse,South,Zabbar,2.0,Finished,26,15,2.0,1.5,90.0,120.0,27.5,10.0,196700.0,475000.0,303500.0,575.0,1300.0,850.0,30350.0,273150.0,1307.2,42.5,42.5,85.0,-627.2,-7526.42,62.19,-24.8
Apartment,Gozo,Gozo - Gharb,3.0,Unclassified,3,32,2.0,2.0,142.7,137.5,14.72,10.0,175000.0,310000.0,250000.0,470.0,1500.0,700.0,25000.0,225000.0,1076.77,35.0,35.0,70.0,-516.77,-6201.27,62.2,-24.81
Maisonette,West,Siggiewi,3.0,Finished,3,12,2.0,1.5,115.0,82.0,23.0,10.0,314000.0,340000.0,340000.0,800.0,1200.0,950.0,34000.0,306000.0,1464.41,47.5,47.5,95.0,-704.41,-8452.93,62.28,-24.86
Penthouse,South,Zejtun,3.0,Finished,16,3,2.0,2.0,87.0,,43.0,,297500.0,370000.0,340000.0,800.0,1000.0,950.0,34000.0,306000.0,1464.41,47.5,47.5,95.0,-704.41,-8452.93,62.28,-24.86
Penthouse,South,Zabbar,3.0,Plan,8,23,2.0,2.0,80.0,110.0,20.0,23.0,290000.0,450000.0,340000.0,700.0,1500.0,950.0,34000.0,306000.0,1464.41,47.5,47.5,95.0,-704.41,-8452.93,62.28,-24.86
Townhouse,West,Zebbug,3.0,Finished,6,8,2.0,2.0,180.0,,20.0,,375000.0,980000.0,572500.0,900.0,3000.0,1600.0,57250.0,515250.0,2465.81,80.0,80.0,160.0,-1185.81,-14229.71,62.27,-24.86
Townhouse,Central,Naxxar,3.0,Unclassified,6,14,2.0,2.0,125.0,,14.0,,395000.0,860500.0,447500.0,850.0,2500.0,1250.0,44750.0,402750.0,1927.42,62.5,62.5,125.0,-927.42,-11129.08,62.29,-24.87
Penthouse,West,Rabat,2.0,Plan,4,18,2.0,2.0,108.0,,52.0,,355000.0,385000.0,358500.0,800.0,1600.0,1000.0,35850.0,322650.0,1544.09,50.0,50.0,100.0,-744.09,-8929.1,62.34,-24.91
Penthouse,West,Rabat,3.0,Finished,10,4,2.0,2.0,104.0,,33.5,,420000.0,690000.0,555750.0,1300.0,1600.0,1550.0,55575.0,500175.0,2393.67,77.5,77.5,155.0,-1153.67,-13843.99,62.35,-24.91
Maisonette,Central,Naxxar,2.0,Furnished,7,54,2.0,2.0,0.0,55.0,15.0,5.5,280000.0,350000.0,332000.0,600.0,1650.0,925.0,33200.0,298800.0,1429.95,46.25,46.25,92.5,-689.95,-8279.45,62.39,-24.94
Penthouse,North,Saint Paul's Bay,3.0,Finished,14,73,2.0,2.0,116.0,155.0,30.0,47.5,298000.0,750000.0,485000.0,750.0,4500.0,1350.0,48500.0,436500.0,2088.94,67.5,67.5,135.0,-1008.94,-12107.27,62.42,-24.96
Maisonette,North,Mgarr,3.0,Finished,6,44,2.0,2.0,115.0,60.5,25.0,3.0,320000.0,388000.0,323500.0,700.0,2400.0,900.0,32350.0,291150.0,1393.34,45.0,45.0,90.0,-673.34,-8080.12,62.44,-24.98
Maisonette,North,Burmarrad,3.0,Unclassified,5,3,2.0,2.0,134.0,160.0,10.5,60.0,350000.0,360000.0,360000.0,1000.0,1550.0,1000.0,36000.0,324000.0,1550.55,50.0,50.0,100.0,-750.55,-9006.63,62.5,-25.02
Maisonette,South,Paola,3.0,Furnished,4,5,2.0,2.0,124.0,,14.5,,295000.0,405000.0,324000.0,800.0,1000.0,900.0,32400.0,291600.0,1395.5,45.0,45.0,90.0,-675.5,-8105.97,62.5,-25.02
Maisonette,North,Burmarrad,3.0,Finished,5,3,2.0,2.0,133.5,160.0,10.5,60.0,224500.0,375000.0,360000.0,1000.0,1550.0,1000.0,36000.0,324000.0,1550.55,50.0,50.0,100.0,-750.55,-9006.63,62.5,-25.02
Maisonette,Central,Qormi,2.0,Unclassified,3,7,1.0,1.0,118.0,1.0,25.0,1.0,238000.0,350000.0,270000.0,750.0,850.0,750.0,27000.0,243000.0,1162.91,37.5,37.5,75.0,-562.91,-6754.97,62.5,-25.02
Apartment,Central,Iklin,3.0,Finished,17,80,2.0,2.0,104.0,112.5,18.0,10.0,265000.0,422000.0,360000.0,700.0,2100.0,1000.0,36000.0,324000.0,1550.55,50.0,50.0,100.0,-750.55,-9006.63,62.5,-25.02
Penthouse,North,Qawra,2.0,Plan,16,83,2.0,2.0,97.0,70.0,85.0,10.0,225000.0,445000.0,360000.0,550.0,2100.0,1000.0,36000.0,324000.0,1550.55,50.0,50.0,100.0,-750.55,-9006.63,62.5,-25.02
Townhouse,Central,Birkirkara,2.0,Furnished,8,17,2.0,2.0,100.5,,21.5,,239000.0,370000.0,325000.0,700.0,1300.0,900.0,32500.0,292500.0,1399.8,45.0,45.0,90.0,-679.8,-8157.65,62.62,-25.1
Penthouse,South,Birzebbuga,3.0,Finished,6,11,2.0,2.0,102.0,70.0,66.5,15.0,275000.0,412000.0,325000.0,700.0,1400.0,900.0,32500.0,292500.0,1399.8,45.0,45.0,90.0,-679.8,-8157.65,62.62,-25.1
Maisonette,South,Fgura,2.0,Furnished,9,8,1.0,1.0,106.0,,24.0,,245000.0,360000.0,298000.0,710.0,900.0,825.0,29800.0,268200.0,1283.51,41.25,41.25,82.5,-623.51,-7482.16,62.63,-25.11
Penthouse,North,Mellieha,3.0,Furnished,4,85,2.0,2.0,0.0,120.0,41.0,27.5,375000.0,595000.0,542500.0,750.0,6120.0,1500.0,54250.0,488250.0,2336.6,75.0,75.0,150.0,-1136.6,-13639.16,62.67,-25.14
Apartment,Central,Iklin,3.0,Unclassified,4,80,2.0,2.0,115.0,112.5,21.0,10.0,240000.0,400000.0,362500.0,700.0,2100.0,1000.0,36250.0,326250.0,1561.32,50.0,50.0,100.0,-761.32,-9135.84,62.76,-25.2
Apartment,Gozo,Gozo - Xaghra,3.0,Furnished,3,75,2.0,2.0,106.0,0.0,4.0,20.0,255000.0,365000.0,255000.0,500.0,2100.0,700.0,25500.0,229500.0,1098.31,35.0,35.0,70.0,-538.31,-6459.7,62.95,-25.33
Penthouse,East,Sliema,1.0,Finished,8,296,1.0,1.0,60.5,5.5,51.0,5.5,375000.0,738000.0,437500.0,550.0,4650.0,1200.0,43750.0,393750.0,1884.35,60.0,60.0,120.0,-924.35,-11092.22,62.98,-25.35
Maisonette,North,Saint Paul's Bay,2.0,Finished,22,63,2.0,1.0,42.5,70.0,15.5,7.5,255000.0,355000.0,310000.0,500.0,1800.0,850.0,31000.0,279000.0,1335.2,42.5,42.5,85.0,-655.2,-7862.38,62.99,-25.36
Apartment,East,Gharghur,2.0,Finished,11,76,2.0,2.0,87.0,1.0,19.0,1.0,265000.0,490000.0,365000.0,650.0,1500.0,1000.0,36500.0,328500.0,1572.09,50.0,50.0,100.0,-772.09,-9265.06,63.02,-25.38
Penthouse Duplex,North,Saint Paul's Bay,2.0,Plan,3,8,2.0,2.0,,,,,375000.0,585000.0,420000.0,900.0,1300.0,1150.0,42000.0,378000.0,1808.98,57.5,57.5,115.0,-888.98,-10667.74,63.04,-25.4
Apartment,East,Saint Julian's,1.0,Plan,46,793,1.0,1.0,52.5,55.0,8.0,4.5,200000.0,590000.0,402500.0,450.0,4500.0,1100.0,40250.0,362250.0,1733.6,55.0,55.0,110.0,-853.6,-10243.25,63.12,-25.45
Penthouse,South,Marsaxlokk,3.0,Unclassified,12,4,2.0,2.0,138.0,1.0,41.0,1.0,380000.0,550000.0,458000.0,1100.0,3200.0,1250.0,45800.0,412200.0,1972.65,62.5,62.5,125.0,-972.65,-11671.77,63.17,-25.48
Penthouse,North,Saint Paul's Bay,3.0,Unclassified,4,73,2.0,2.0,123.5,155.0,46.0,47.5,360000.0,530000.0,494500.0,750.0,4500.0,1350.0,49450.0,445050.0,2129.86,67.5,67.5,135.0,-1049.86,-12598.27,63.16,-25.48
Maisonette,Central,Naxxar,2.0,Unclassified,3,54,2.0,2.0,125.0,55.0,15.0,5.5,265000.0,365000.0,339000.0,600.0,1650.0,925.0,33900.0,305100.0,1460.1,46.25,46.25,92.5,-720.1,-8641.24,63.18,-25.49
Penthouse,North,Saint Paul's Bay,3.0,Furnished,4,73,2.0,2.0,111.0,155.0,51.0,47.5,475000.0,510000.0,495000.0,750.0,4500.0,1350.0,49500.0,445500.0,2132.01,67.5,67.5,135.0,-1052.01,-12624.12,63.19,-25.5
Maisonette,South,Birzebbuga,3.0,Unclassified,5,22,1.0,2.0,117.5,68.0,12.5,25.71,245000.0,372000.0,330000.0,700.0,1100.0,900.0,33000.0,297000.0,1421.34,45.0,45.0,90.0,-701.34,-8416.08,63.19,-25.5
Maisonette,South,Ghaxaq,3.0,Furnished,4,14,2.0,2.0,120.5,200.0,23.0,20.0,287000.0,372000.0,339500.0,750.0,1350.0,925.0,33950.0,305550.0,1462.26,46.25,46.25,92.5,-722.26,-8667.09,63.23,-25.53
Penthouse,Central,Mosta,2.0,Furnished,6,108,1.0,2.0,75.0,130.0,52.0,51.0,220000.0,485000.0,413500.0,750.0,2200.0,1125.0,41350.0,372150.0,1780.98,56.25,56.25,112.5,-880.98,-10571.78,63.29,-25.57
Villa,East,Kappara,4.0,Furnished,3,12,4.0,2.0,317.0,195.0,431.0,,925000.0,1490000.0,975000.0,1200.0,4500.0,2650.0,97500.0,877500.0,4199.41,132.5,132.5,265.0,-2079.41,-24952.96,63.33,-25.59
Penthouse,South,Zejtun,2.0,Unclassified,8,13,2.0,1.0,99.96,75.0,25.46,20.0,280000.0,329000.0,313500.0,600.0,1900.0,850.0,31350.0,282150.0,1350.27,42.5,42.5,85.0,-670.27,-8043.27,63.42,-25.66
Penthouse,South,Birzebbuga,2.0,Unclassified,9,23,2.0,1.0,85.0,47.5,38.5,23.0,255000.0,450000.0,337000.0,700.0,1500.0,913.0,33700.0,303300.0,1451.49,45.65,45.65,91.3,-721.09,-8653.07,63.45,-25.68
Penthouse,North,Burmarrad,3.0,Plan,6,5,2.0,2.0,,,,,301000.0,723000.0,480500.0,1300.0,1500.0,1300.0,48050.0,432450.0,2069.56,65.0,65.0,130.0,-1029.56,-12354.68,63.5,-25.71
Apartment,Central,Iklin,3.0,Plan,5,80,2.0,2.0,0.0,112.5,10.0,10.0,370000.0,410000.0,370000.0,700.0,2100.0,1000.0,37000.0,333000.0,1593.62,50.0,50.0,100.0,-793.62,-9523.48,63.54,-25.74
Penthouse,North,Qawra,2.0,Furnished,10,83,2.0,2.0,84.0,70.0,50.5,10.0,189000.0,475000.0,370000.0,550.0,2100.0,1000.0,37000.0,333000.0,1593.62,50.0,50.0,100.0,-793.62,-9523.48,63.54,-25.74
Penthouse,Gozo,Gozo - Nadur,2.0,Finished,3,8,2.0,1.0,94.0,,44.0,,169000.0,270000.0,250000.0,600.0,1400.0,675.0,25000.0,225000.0,1076.77,33.75,33.75,67.5,-536.77,-6441.27,63.58,-25.77
Townhouse,Central,Qormi,3.0,Finished,9,8,2.0,2.0,120.0,1.0,44.0,1.0,295000.0,960000.0,445000.0,850.0,1400.0,1200.0,44500.0,400500.0,1916.66,60.0,60.0,120.0,-956.66,-11479.86,63.63,-25.8
Penthouse,Central,Attard,3.0,Plan,4,34,2.0,2.0,150.0,115.5,35.0,52.5,475000.0,510000.0,483000.0,900.0,2000.0,1300.0,48300.0,434700.0,2080.32,65.0,65.0,130.0,-1040.32,-12483.9,63.7,-25.85
Townhouse,South,Zabbar,3.0,Unclassified,7,17,2.0,3.0,145.0,,88.5,,296000.0,585000.0,446000.0,750.0,2100.0,1200.0,44600.0,401400.0,1920.96,60.0,60.0,120.0,-960.96,-11531.55,63.72,-25.86
Penthouse,Central,Qormi,3.0,Shell,5,17,2.0,2.0,88.5,110.0,108.0,10.0,346000.0,532000.0,446500.0,800.0,1750.0,1200.0,44650.0,401850.0,1923.12,60.0,60.0,120.0,-963.12,-11557.39,63.76,-25.88
Townhouse,South,Paola,2.0,Finished,4,7,2.0,1.0,,1.0,,1.0,275000.0,390000.0,335000.0,700.0,1200.0,900.0,33500.0,301500.0,1442.88,45.0,45.0,90.0,-722.88,-8674.5,63.77,-25.89
Maisonette,South,Birzebbuga,3.0,Finished,5,22,2.0,2.0,107.0,68.0,36.0,25.71,285000.0,428000.0,335000.0,700.0,1100.0,900.0,33500.0,301500.0,1442.88,45.0,45.0,90.0,-722.88,-8674.5,63.77,-25.89
Apartment,South,Marsaxlokk,3.0,Furnished,9,68,2.0,2.0,83.0,142.5,10.0,78.0,277000.0,480000.0,335000.0,700.0,2100.0,900.0,33500.0,301500.0,1442.88,45.0,45.0,90.0,-722.88,-8674.5,63.77,-25.89
Maisonette,South,Zabbar,2.0,Furnished,6,20,2.0,1.0,95.0,110.0,21.0,16.0,234000.0,345000.0,288500.0,650.0,1100.0,775.0,28850.0,259650.0,1242.6,38.75,38.75,77.5,-622.6,-7471.15,63.78,-25.9
Penthouse,Central,Birkirkara,3.0,Furnished,4,45,2.0,2.0,91.0,100.0,24.0,17.5,305000.0,489000.0,410000.0,850.0,1900.0,1100.0,41000.0,369000.0,1765.91,55.0,55.0,110.0,-885.91,-10630.88,63.83,-25.93
Maisonette,South,Fgura,3.0,Furnished,22,16,1.0,1.0,123.5,125.0,23.5,40.0,239000.0,426000.0,317000.0,800.0,3000.0,850.0,31700.0,285300.0,1365.35,42.5,42.5,85.0,-685.35,-8224.17,63.85,-25.94
