Type,Province,Town,Bedrooms,Reference_count,Bathrooms_median,IntArea_median,ExtArea_median,Price_min,Price_max,Price_median
Maisonette Duplex,South,Zabbar,4.0,1,2.0,0.0,0.0,1050.0,1050.0,1050.0
Penthouse,East,Gzira,1.0,114,1.0,0.0,0.0,72.0,1600.0,1050.0
Penthouse,South,Paola,3.0,4,2.0,0.0,0.0,1000.0,1400.0,1050.0
Townhouse,West,Mdina,2.0,1,2.0,,,1050.0,1050.0,1050.0
Penthouse Duplex,West,Zebbug,2.0,1,2.0,0.0,0.0,1050.0,1050.0,1050.0
Maisonette Semi-Detached,North,Xemxija,4.0,1,3.0,0.0,0.0,1050.0,1050.0,1050.0
Apartment Duplex,South,Marsaskala,3.0,2,2.0,0.0,0.0,1000.0,1050.0,1025.0
Townhouse,South,Senglea,2.0,8,2.0,59.5,12.5,650.0,1400.0,1025.0
Terraced House,Gozo,Gozo - Qala,3.0,4,2.0,0.0,0.0,950.0,1350.0,1025.0
Penthouse Duplex,East,Saint Julian's,1.0,2,1.5,,,950.0,1100.0,1025.0
Apartment,Central,Lija,2.0,18,2.0,0.0,0.0,650.0,2200.0,1025.0
Terraced House,Gozo,Gozo - Ghajnsielem,2.0,2,2.0,0.0,0.0,750.0,1300.0,1025.0
Terraced House,Central,Santa Venera,3.0,2,1.5,0.0,0.0,750.0,1300.0,1025.0
Penthouse Duplex,North,Bugibba,3.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Apartment,Central,Mosta,3.0,378,2.0,0.0,0.0,600.0,1950.0,1000.0
Apartment,Central,Naxxar,3.0,263,2.0,0.0,0.0,600.0,2500.0,1000.0
Penthouse,North,Bugibba,4.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Penthouse Duplex,Gozo,Gozo - Nadur,2.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Apartment,South,Zabbar,4.0,2,2.0,,,1000.0,1000.0,1000.0
Apartment Duplex,Central,Naxxar,2.0,3,2.0,0.0,0.0,850.0,1100.0,1000.0
Penthouse Duplex,North,Bugibba,2.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Penthouse,West,Zebbug,2.0,35,2.0,0.0,0.0,600.0,1500.0,1000.0
Penthouse,West,Bahrija,4.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Penthouse,North,Mgarr,2.0,26,2.0,0.0,0.0,650.0,1500.0,1000.0
Apartment,Central,Attard,5.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Apartment Duplex,South,Birzebbuga,2.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Apartment,West,Siggiewi,3.0,69,2.0,0.0,0.0,600.0,1300.0,1000.0
Penthouse,East,Kappara,1.0,7,1.0,0.0,0.0,600.0,2000.0,1000.0
Penthouse Duplex,South,Fgura,3.0,1,3.0,,,1000.0,1000.0,1000.0
Bungalow,Gozo,Gozo - Marsalforn,2.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Apartment Duplex,South,Cospicua,2.0,3,2.0,,,800.0,1200.0,1000.0
Penthouse Duplex,West,Dingli,2.0,1,2.0,,,1000.0,1000.0,1000.0
Penthouse,Gozo,Gozo - San Lawrenz,3.0,4,2.5,0.0,0.0,600.0,1250.0,1000.0
Penthouse,Gozo,Gozo - Xlendi,4.0,1,3.0,0.0,0.0,1000.0,1000.0,1000.0
Penthouse,East,Pieta,1.0,9,1.0,0.0,0.0,800.0,3250.0,1000.0
Apartment,South,Paola,3.0,46,2.0,0.0,0.0,650.0,2000.0,1000.0
Apartment,Central,Attard,4.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Penthouse,South,Qrendi,3.0,4,2.0,0.0,0.0,900.0,1100.0,1000.0
Penthouse Duplex,Central,Mosta,2.0,5,2.0,0.0,0.0,850.0,1200.0,1000.0
Block of Apartments,North,Wardija,4.0,1,4.0,0.0,0.0,1000.0,1000.0,1000.0
Penthouse,South,Zejtun,3.0,1,2.0,,,1000.0,1000.0,1000.0
Penthouse,South,Marsaxlokk,2.0,16,2.0,0.0,0.0,650.0,1500.0,1000.0
Penthouse,South,Marsaxlokk,1.0,4,1.0,0.0,0.0,600.0,1200.0,1000.0
Apartment,Central,Naxxar,2.0,214,2.0,0.0,0.0,600.0,2400.0,1000.0
Penthouse,South,Marsaskala,2.0,97,2.0,0.0,0.0,600.0,2000.0,1000.0
Apartment Duplex,East,Pieta,3.0,1,3.0,0.0,0.0,1000.0,1000.0,1000.0
Penthouse,East,Saint Julian's,1.0,559,1.0,0.0,0.0,65.0,1800.0,1000.0
Apartment,Central,Iklin,3.0,71,2.0,0.0,0.0,600.0,1500.0,1000.0
Penthouse,South,Tarxien,3.0,5,2.0,0.0,0.0,850.0,1300.0,1000.0
Apartment,Central,Birkirkara,3.0,242,2.0,0.0,0.0,600.0,2300.0,1000.0
Apartment Duplex,East,Pieta,2.0,1,2.0,,,1000.0,1000.0,1000.0
Penthouse Duplex,East,Pieta,1.0,1,2.0,,,1000.0,1000.0,1000.0
Terraced House,Central,Iklin,2.0,1,2.0,,,1000.0,1000.0,1000.0
Penthouse,West,Rabat,2.0,14,2.0,0.0,0.0,800.0,1600.0,1000.0
Penthouse,South,Zurrieq,3.0,18,2.0,0.0,0.0,700.0,1500.0,1000.0
Penthouse,North,Salina,3.0,1,2.0,,,1000.0,1000.0,1000.0
Apartment Duplex,North,Mellieha,3.0,1,2.0,,,1000.0,1000.0,1000.0
Penthouse,North,Qawra,3.0,47,2.0,0.0,0.0,600.0,1900.0,1000.0
Penthouse,West,Rabat,1.0,14,1.0,5.0,5.0,650.0,1300.0,1000.0
Penthouse,West,Bahrija,2.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
House of Character,Central,Santa Venera,1.0,1,1.0,,,1000.0,1000.0,1000.0
Penthouse,East,Gharghur,1.0,10,1.0,0.0,0.0,600.0,1250.0,1000.0
Maisonette Duplex,North,Bugibba,3.0,3,2.0,0.0,0.0,700.0,1000.0,1000.0
Apartment,Gozo,Gozo - Ghasri,2.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette Duplex,East,Pembroke,3.0,1,2.0,,,1000.0,1000.0,1000.0
Maisonette,South,Fgura,4.0,1,2.0,,,1000.0,1000.0,1000.0
Maisonette Duplex,East,Saint Julian's,4.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette Duplex,East,San Gwann,5.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette Duplex,East,Sliema,1.0,6,1.0,0.0,0.0,800.0,1650.0,1000.0
Apartment,Central,Santa Venera,3.0,88,2.0,0.0,0.0,600.0,1850.0,1000.0
Cottage,North,Saint Paul's Bay,1.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette Duplex,Gozo,Gozo - Zebbug,2.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
House of Character,North,Mgarr,2.0,3,2.0,,,700.0,1200.0,1000.0
House of Character,Gozo,Gozo - Sannat,2.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Townhouse,South,Marsaxlokk,2.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
House of Character,Gozo,Gozo - Zebbug,2.0,1,,,,1000.0,1000.0,1000.0
Maisonette,Central,Lija,2.0,9,1.5,0.0,0.0,700.0,1400.0,1000.0
Maisonette Duplex,South,Birzebbuga,3.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette,North,Burmarrad,3.0,2,2.0,0.0,0.0,1000.0,1000.0,1000.0
Townhouse,South,Paola,2.0,5,1.0,0.0,0.0,700.0,1200.0,1000.0
Maisonette,Central,Swatar,4.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette,East,Bahar Ic-Caghaq,2.0,21,2.0,0.0,0.0,750.0,1400.0,1000.0
Townhouse,South,Zejtun,2.0,6,2.0,0.0,0.0,550.0,1250.0,1000.0
Townhouse,South,Marsaxlokk,3.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette Duplex,East,Gzira,1.0,2,1.0,,,900.0,1100.0,1000.0
House of Character,South,Ghaxaq,3.0,1,1.0,,,1000.0,1000.0,1000.0
Maisonette Duplex,East,Floriana,2.0,1,1.0,0.0,0.0,1000.0,1000.0,1000.0
Terraced House,West,Dingli,4.0,2,2.5,,,900.0,1100.0,1000.0
Maisonette,South,Marsaxlokk,3.0,14,2.0,0.0,0.0,700.0,1400.0,1000.0
House of Character,South,Zejtun,4.0,1,3.0,,,1000.0,1000.0,1000.0
Apartment,North,Saint Paul's Bay,3.0,516,2.0,0.0,0.0,150.0,4000.0,1000.0
Farmhouse,Gozo,Gozo - Munxar,3.0,1,4.0,,,1000.0,1000.0,1000.0
Terraced House,South,Tarxien,4.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Terraced House,South,Tarxien,3.0,5,2.0,,,950.0,1500.0,1000.0
House of Character,South,Tarxien,2.0,3,2.0,0.0,0.0,900.0,1400.0,1000.0
Terraced House,West,Siggiewi,5.0,2,1.5,0.0,0.0,1000.0,1000.0,1000.0
Maisonette,West,Dingli,3.0,8,2.0,0.0,0.0,790.0,1400.0,1000.0
Maisonette,Central,Attard,4.0,3,2.0,0.0,0.0,1000.0,1300.0,1000.0
Maisonette,East,Madliena,4.0,1,1.0,0.0,0.0,1000.0,1000.0,1000.0
Townhouse,Gozo,Gozo - Qala,4.0,1,4.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette,West,Siggiewi,4.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Townhouse,North,Saint Paul's Bay,3.0,6,2.0,0.0,0.0,650.0,1400.0,1000.0
Maisonette,West,Zebbug,3.0,51,2.0,0.0,0.0,700.0,1200.0,1000.0
Maisonette Duplex,Central,Birkirkara,3.0,4,2.0,0.0,0.0,700.0,1500.0,1000.0
Terraced House,South,Marsaskala,4.0,3,3.0,0.0,0.0,900.0,1300.0,1000.0
Townhouse,Central,Attard,2.0,7,2.0,0.0,0.0,750.0,1600.0,1000.0
Apartment,North,Wardija,3.0,7,2.0,0.0,0.0,1000.0,1800.0,1000.0
Maisonette,Central,Mosta,3.0,104,2.0,0.0,0.0,700.0,1500.0,1000.0
House of Character,East,Valletta,1.0,1,1.0,,,1000.0,1000.0,1000.0
Maisonette,East,Swieqi,5.0,1,1.0,0.0,0.0,1000.0,1000.0,1000.0
House of Character,Gozo,Gozo - Fontana,3.0,1,3.0,0.0,0.0,1000.0,1000.0,1000.0
Townhouse,South,Zurrieq,2.0,3,2.0,0.0,0.0,650.0,1400.0,1000.0
Apartment,North,Salina,4.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Penthouse,Central,Birkirkara,2.0,55,2.0,0.0,0.0,600.0,1400.0,1000.0
Maisonette,East,Ta' Xbiex,2.0,3,2.0,0.0,0.0,800.0,1350.0,1000.0
Maisonette,East,Valletta,3.0,2,2.0,0.0,0.0,900.0,1100.0,1000.0
Penthouse,Central,Blata Il-Bajda,2.0,3,2.0,,,1000.0,1000.0,1000.0
House of Character,Gozo,Gozo - Gharb,3.0,7,3.5,0.0,0.0,800.0,1300.0,1000.0
Townhouse,East,San Gwann,2.0,3,3.0,0.0,0.0,1000.0,1200.0,1000.0
Apartment,East,Valletta,1.0,1044,1.0,0.0,0.0,80.0,3500.0,1000.0
Penthouse,Central,Mosta,2.0,96,2.0,0.0,0.0,600.0,2200.0,1000.0
Maisonette,East,Gzira,2.0,77,1.0,0.0,0.0,695.0,1400.0,1000.0
House of Character,Gozo,Gozo - Qala,2.0,1,3.0,,,1000.0,1000.0,1000.0
Apartment,Central,Swatar,3.0,142,2.0,0.0,0.0,650.0,1500.0,1000.0
Terraced House,North,Mellieha,1.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette,East,Gzira,4.0,1,3.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette,East,Saint Julian's,6.0,1,2.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette,East,Pembroke,2.0,22,1.0,0.0,0.0,700.0,1500.0,1000.0
Maisonette,East,Paceville,1.0,1,1.0,0.0,0.0,1000.0,1000.0,1000.0
Penthouse,Central,Swatar,2.0,63,2.0,0.0,0.0,600.0,1500.0,1000.0
Maisonette,East,Gharghur,2.0,22,2.0,0.0,0.0,700.0,1200.0,1000.0
House of Character,Gozo,Gozo - Qala,3.0,5,3.0,0.0,0.0,800.0,1100.0,1000.0
Maisonette,East,Bahar Ic-Caghaq,6.0,1,6.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette,East,Msida,3.0,22,2.0,0.0,0.0,750.0,1500.0,1000.0
Maisonette Duplex,West,Zebbug,3.0,7,2.0,,,725.0,1200.0,1000.0
Bungalow Semi-Detached,Central,Naxxar,3.0,1,1.0,0.0,0.0,1000.0,1000.0,1000.0
Maisonette,East,Valletta,1.0,46,1.0,0.0,0.0,700.0,1500.0,1000.0
Maisonette Duplex,West,Rabat,3.0,3,2.0,0.0,0.0,800.0,1350.0,995.0
Maisonette Duplex,North,Saint Paul's Bay,3.0,4,2.0,0.0,0.0,750.0,1200.0,995.0
Terraced House,South,Paola,3.0,1,3.0,,,990.0,990.0,990.0
Penthouse,Central,Iklin,1.0,5,1.0,0.0,0.0,885.0,1250.0,990.0
Maisonette,East,San Gwann,2.0,22,2.0,0.0,0.0,700.0,1500.0,975.0
Terraced House,South,Birzebbuga,2.0,2,2.5,0.0,0.0,950.0,1000.0,975.0
Terraced House,Gozo,Gozo - Xaghra,4.0,6,3.0,0.0,0.0,750.0,1600.0,975.0
Maisonette,North,Bidnija,2.0,4,2.0,0.0,0.0,900.0,1500.0,975.0
Apartment Duplex,Gozo,Gozo - Nadur,3.0,2,2.0,0.0,0.0,950.0,1000.0,975.0
Maisonette,East,Pembroke,1.0,2,2.0,90.0,20.0,950.0,1000.0,975.0
Maisonette,North,Xemxija,3.0,20,2.0,0.0,0.0,700.0,1500.0,975.0
Apartment,East,Swieqi,6.0,2,4.0,0.0,0.0,850.0,1100.0,975.0
Apartment,East,Madliena,1.0,17,1.0,0.0,0.0,700.0,1350.0,975.0
Maisonette,East,Kappara,1.0,2,1.0,,,750.0,1200.0,975.0
Maisonette,Gozo,Gozo - Kercem,3.0,1,,0.0,0.0,975.0,975.0,975.0
Maisonette Duplex,North,Saint Paul's Bay,2.0,4,2.0,0.0,0.0,650.0,1100.0,975.0
Penthouse,South,Gudja,2.0,8,2.0,0.0,0.0,800.0,1500.0,975.0
Townhouse,Central,Birkirkara,2.0,12,2.0,0.0,0.0,650.0,1300.0,952.5
Maisonette,East,San Gwann,4.0,3,2.0,0.0,0.0,900.0,1500.0,950.0
Maisonette,Central,Iklin,2.0,6,1.5,0.0,0.0,750.0,1400.0,950.0
Terraced House,Central,Naxxar,2.0,2,2.0,0.0,0.0,900.0,1000.0,950.0
House of Character,West,Rabat,5.0,1,2.0,0.0,0.0,950.0,950.0,950.0
Block of Apartments,North,Mgarr,3.0,1,2.0,0.0,0.0,950.0,950.0,950.0
Maisonette,South,Marsaskala,3.0,82,2.0,0.0,0.0,700.0,1500.0,950.0
Maisonette,South,Birzebbuga,4.0,1,2.0,0.0,0.0,950.0,950.0,950.0
Maisonette,Central,Hamrun,3.0,2,2.0,0.0,0.0,750.0,1150.0,950.0
Penthouse,South,Cospicua,1.0,1,1.0,,,950.0,950.0,950.0
Apartment Duplex,West,Zebbug,3.0,1,2.0,0.0,0.0,950.0,950.0,950.0
Maisonette,Gozo,Gozo - Kercem,4.0,2,2.5,0.0,0.0,900.0,1000.0,950.0
Maisonette,North,Xemxija,5.0,1,3.0,0.0,0.0,950.0,950.0,950.0
Maisonette,South,Safi,3.0,6,2.0,,,850.0,1400.0,950.0
Penthouse,South,Zejtun,4.0,1,1.0,,,950.0,950.0,950.0
Maisonette,North,Saint Paul's Bay,3.0,22,2.0,0.0,0.0,750.0,1500.0,950.0
Terraced House,Central,Qormi,2.0,2,2.0,0.0,0.0,900.0,1000.0,950.0
Maisonette,East,Saint Julian's,1.0,31,1.0,0.0,0.0,750.0,1400.0,950.0
Penthouse,South,Ghaxaq,3.0,2,2.0,,,900.0,1000.0,950.0
Maisonette,Central,Mosta,2.0,39,2.0,0.0,0.0,700.0,1500.0,950.0
Townhouse,Gozo,Gozo - Xewkija,3.0,3,2.5,0.0,0.0,650.0,1000.0,950.0
Maisonette,East,Msida,2.0,41,2.0,0.0,0.0,680.0,1200.0,950.0
Penthouse,North,Saint Paul's Bay,2.0,103,2.0,0.0,0.0,600.0,2500.0,950.0
House of Character,Central,Lija,1.0,3,2.0,0.0,0.0,750.0,1100.0,950.0
Terraced House,South,Marsaskala,2.0,3,2.0,0.0,0.0,900.0,1000.0,950.0
Terraced House,South,Marsa,4.0,1,2.0,0.0,0.0,950.0,950.0,950.0
Apartment,South,Birgu,1.0,6,1.0,0.0,0.0,850.0,1100.0,950.0
Townhouse,South,Birzebbuga,2.0,5,2.5,0.0,0.0,700.0,2000.0,950.0
Maisonette Duplex,East,Valletta,1.0,15,1.0,0.0,0.0,700.0,1800.0,950.0
House of Character,Gozo,Gozo - Ghasri,3.0,1,2.0,0.0,0.0,950.0,950.0,950.0
Apartment,East,Pieta,2.0,174,2.0,0.0,0.0,600.0,2200.0,950.0
Penthouse,Gozo,Gozo - Qala,1.0,2,1.0,0.0,0.0,950.0,950.0,950.0
Terraced House,South,Luqa,3.0,3,2.0,0.0,0.0,850.0,1000.0,950.0
Townhouse,West,Rabat,2.0,449,2.0,0.0,0.0,650.0,2400.0,950.0
Apartment,South,Qrendi,4.0,3,2.0,0.0,0.0,850.0,1000.0,950.0
Maisonette Semi-Detached,North,Mellieha,2.0,4,2.0,0.0,0.0,900.0,1300.0,950.0
Terraced House,Central,Mosta,2.0,1,1.0,,,950.0,950.0,950.0
House of Character,Gozo,Gozo - Xlendi,4.0,1,4.0,,,950.0,950.0,950.0
Apartment,South,Senglea,1.0,7,1.0,0.0,0.0,800.0,1600.0,950.0
Terraced House,Gozo,Gozo - Qala,5.0,1,3.0,0.0,0.0,950.0,950.0,950.0
Apartment,East,Gharghur,2.0,66,2.0,0.0,0.0,600.0,1500.0,950.0
Maisonette,West,Siggiewi,3.0,11,2.0,0.0,0.0,800.0,1200.0,950.0
Townhouse,North,Mellieha,2.0,2,1.5,0.0,0.0,800.0,1100.0,950.0
Apartment,Central,Qormi,3.0,62,2.0,0.0,0.0,600.0,1600.0,950.0
Apartment Duplex,West,Rabat,2.0,12,2.0,0.0,0.0,900.0,1000.0,950.0
Townhouse,Gozo,Gozo - Xlendi,4.0,1,3.0,,,950.0,950.0,950.0
Penthouse,Central,Santa Venera,2.0,21,2.0,0.0,0.0,600.0,1200.0,950.0
Terraced House,Central,Hamrun,3.0,2,2.5,0.0,0.0,900.0,1000.0,950.0
Apartment,East,Sliema,1.0,859,1.0,0.0,0.0,60.0,3500.0,950.0
Apartment,North,Manikata,2.0,11,2.0,0.0,0.0,650.0,1350.0,950.0
Maisonette,West,Dingli,2.0,2,1.0,0.0,0.0,950.0,950.0,950.0
Penthouse,Central,Qormi,4.0,1,2.0,0.0,0.0,950.0,950.0,950.0
Apartment,East,San Gwann,2.0,451,2.0,0.0,0.0,600.0,2200.0,950.0
Terraced House,Gozo,Gozo - Zebbug,3.0,3,2.0,0.0,0.0,800.0,1400.0,950.0
Apartment Duplex,South,Cospicua,1.0,1,1.0,0.0,0.0,950.0,950.0,950.0
Maisonette,North,Xemxija,2.0,16,2.0,0.0,0.0,750.0,1400.0,940.0
Apartment,West,Rabat,3.0,97,2.0,0.0,0.0,600.0,3000.0,930.0
Penthouse,Central,Santa Venera,1.0,12,1.0,0.0,0.0,550.0,1050.0,925.0
House of Character,Central,Mosta,2.0,4,2.5,35.0,17.5,700.0,1800.0,925.0
Terraced House,Gozo,Gozo - Xewkija,4.0,8,2.0,0.0,0.0,750.0,1300.0,925.0
Penthouse,South,Tarxien,2.0,8,2.0,0.0,0.0,750.0,1150.0,925.0
Maisonette,East,Paceville,2.0,2,1.5,0.0,0.0,750.0,1100.0,925.0
House of Character,Gozo,Gozo - Xewkija,3.0,6,2.5,0.0,0.0,575.0,1000.0,925.0
Penthouse,North,Burmarrad,2.0,12,2.0,0.0,0.0,650.0,1400.0,925.0
Maisonette,South,Xghajra,2.0,8,2.0,0.0,0.0,800.0,1200.0,925.0
Maisonette,South,Gudja,3.0,2,2.0,,,850.0,1000.0,925.0
Maisonette,South,Paola,3.0,2,2.0,0.0,0.0,850.0,1000.0,925.0
Maisonette,Central,Lija,3.0,22,2.0,0.0,0.0,700.0,1400.0,925.0
Penthouse,North,Bugibba,2.0,46,2.0,0.0,0.0,600.0,2500.0,925.0
Maisonette,North,Qawra,4.0,2,2.0,0.0,0.0,850.0,1000.0,925.0
Guesthouse,South,Luqa,4.0,1,2.0,,,925.0,925.0,925.0
Terraced House,South,Fgura,3.0,2,1.5,0.0,0.0,875.0,950.0,912.5
Apartment,Central,Blata Il-Bajda,3.0,5,2.0,,,900.0,950.0,900.0
Maisonette,Central,Attard,2.0,33,2.0,0.0,0.0,700.0,1300.0,900.0
Apartment,East,San Gwann,5.0,1,1.0,0.0,0.0,900.0,900.0,900.0
Apartment,North,Burmarrad,3.0,15,2.0,0.0,0.0,600.0,1200.0,900.0
Apartment,North,Qawra,3.0,411,2.0,0.0,0.0,81.0,1600.0,900.0
Apartment,North,Qawra,4.0,9,2.0,0.0,0.0,110.0,1200.0,900.0
Apartment,Central,Attard,2.0,86,2.0,0.0,0.0,650.0,1800.0,900.0
Apartment,East,Swieqi,1.0,671,1.0,0.0,0.0,80.0,2000.0,900.0
Apartment,North,Qawra,2.0,905,2.0,0.0,0.0,30.0,1550.0,900.0
Townhouse,Gozo,Gozo - Xewkija,5.0,1,2.0,,,900.0,900.0,900.0
House of Character,East,Gharghur,1.0,3,2.5,0.0,0.0,800.0,1700.0,900.0
Apartment Duplex,South,Paola,3.0,1,1.0,,,900.0,900.0,900.0
Apartment,North,Bugibba,3.0,204,2.0,0.0,0.0,64.0,2250.0,900.0
Apartment,Central,Balzan,2.0,41,2.0,0.0,0.0,500.0,2500.0,900.0
Maisonette,Central,Birkirkara,2.0,40,2.0,0.0,0.0,700.0,1350.0,900.0
Maisonette,Central,Santa Venera,2.0,3,2.0,0.0,0.0,800.0,1200.0,900.0
Apartment,East,Paceville,2.0,40,2.0,0.0,0.0,135.0,2700.0,900.0
Townhouse,South,Gudja,3.0,2,2.0,,,800.0,1000.0,900.0
Apartment Duplex,South,Gudja,3.0,1,2.0,,,900.0,900.0,900.0
Townhouse,Gozo,Gozo - Gharb,3.0,1,4.0,,,900.0,900.0,900.0
Penthouse Duplex,North,Saint Paul's Bay,4.0,1,2.0,0.0,0.0,900.0,900.0,900.0
Penthouse Duplex,West,Dingli,3.0,1,3.0,0.0,0.0,900.0,900.0,900.0
House of Character,Gozo,Gozo - Victoria,3.0,6,2.0,0.0,0.0,750.0,1300.0,900.0
Apartment,East,Msida,2.0,842,2.0,0.0,0.0,80.0,1600.0,900.0
Townhouse,South,Cospicua,2.0,9,2.0,0.0,0.0,700.0,1900.0,900.0
Maisonette,Central,Qormi,3.0,21,2.0,0.0,0.0,700.0,1400.0,900.0
Maisonette,Central,Naxxar,2.0,39,2.0,0.0,0.0,700.0,1500.0,900.0
Maisonette,South,Birzebbuga,3.0,19,2.0,0.0,0.0,700.0,1100.0,900.0
Maisonette,East,Pieta,2.0,15,2.0,0.0,0.0,700.0,1200.0,900.0
Terraced House,East,Sliema,1.0,2,1.0,0.0,0.0,800.0,1000.0,900.0
Maisonette Duplex,South,Birgu,1.0,1,1.0,0.0,0.0,900.0,900.0,900.0
Penthouse,Gozo,Gozo - Kercem,3.0,3,2.0,0.0,0.0,750.0,900.0,900.0
Penthouse,Gozo,Gozo - Marsalforn,2.0,11,2.0,0.0,0.0,600.0,1100.0,900.0
Maisonette Duplex,North,Saint Paul's Bay,1.0,3,2.0,0.0,0.0,800.0,900.0,900.0
Penthouse,Gozo,Gozo - Munxar,2.0,1,1.0,0.0,0.0,900.0,900.0,900.0
Farmhouse,Central,Mosta,2.0,1,1.0,,,900.0,900.0,900.0
Apartment,Central,Iklin,2.0,29,2.0,0.0,0.0,600.0,1300.0,900.0
Maisonette Duplex,East,Gzira,2.0,4,1.0,0.0,0.0,700.0,1200.0,900.0
Maisonette Duplex,South,Zurrieq,3.0,1,2.0,,,900.0,900.0,900.0
Terraced House,East,San Gwann,1.0,1,1.0,0.0,0.0,900.0,900.0,900.0
Maisonette Duplex,Central,Mosta,4.0,1,2.0,,,900.0,900.0,900.0
Maisonette,West,Zebbug,2.0,19,2.0,0.0,0.0,700.0,1200.0,900.0
Maisonette,West,Rabat,1.0,5,1.0,0.0,0.0,700.0,900.0,900.0
Maisonette,East,Swieqi,1.0,45,1.0,0.0,0.0,680.0,1200.0,900.0
Penthouse,North,Mellieha,1.0,31,1.0,0.0,0.0,600.0,1500.0,900.0
Maisonette,South,Zurrieq,3.0,19,2.0,0.0,0.0,750.0,1200.0,900.0
Maisonette Duplex,South,Kalkara,2.0,2,1.5,,,850.0,950.0,900.0
Terraced House,North,Saint Paul's Bay,3.0,4,2.0,0.0,0.0,750.0,1200.0,900.0
Maisonette,South,Tarxien,3.0,5,2.0,0.0,0.0,780.0,1200.0,900.0
Apartment,Central,Swatar,2.0,132,2.0,0.0,0.0,85.0,1400.0,900.0
Terraced House,Gozo,Gozo - Xaghra,3.0,5,2.5,0.0,0.0,800.0,1000.0,900.0
Penthouse,East,Msida,1.0,112,1.0,0.0,0.0,600.0,1600.0,900.0
Penthouse,Central,Qormi,2.0,15,1.0,0.0,0.0,700.0,1100.0,900.0
Apartment,South,Luqa,3.0,32,2.0,0.0,0.0,250.0,1250.0,900.0
Bungalow Semi-Detached,Gozo,Gozo - Gharb,2.0,1,1.0,0.0,0.0,900.0,900.0,900.0
Penthouse,Central,Hamrun,2.0,15,2.0,0.0,0.0,650.0,1500.0,900.0
Apartment,South,Kalkara,2.0,49,2.0,0.0,0.0,650.0,3000.0,900.0
Penthouse,East,San Gwann,1.0,35,1.0,0.0,0.0,600.0,1350.0,900.0
Maisonette Semi-Detached,East,Pembroke,2.0,1,1.0,0.0,0.0,900.0,900.0,900.0
Apartment,East,Gharghur,4.0,5,2.0,0.0,0.0,700.0,2100.0,900.0
Apartment,East,Gzira,1.0,850,1.0,0.0,0.0,45.0,2500.0,900.0
Townhouse,West,Siggiewi,3.0,5,2.0,0.0,0.0,850.0,2000.0,900.0
Townhouse,West,Siggiewi,2.0,2,2.5,0.0,0.0,900.0,900.0,900.0
Apartment,East,Gzira,11.0,1,1.0,,,900.0,900.0,900.0
Apartment,Central,Mosta,2.0,188,2.0,0.0,0.0,500.0,1700.0,900.0
Apartment,South,Qrendi,3.0,18,2.0,0.0,0.0,700.0,1000.0,900.0
Maisonette,South,Xghajra,4.0,1,2.0,0.0,0.0,900.0,900.0,900.0
Maisonette,West,Mdina,1.0,1,1.0,,,900.0,900.0,900.0
Apartment,South,Fgura,3.0,38,2.0,0.0,0.0,600.0,1200.0,900.0
Maisonette,North,Qawra,3.0,34,2.0,0.0,0.0,700.0,1500.0,900.0
Maisonette,North,Qawra,2.0,25,1.0,0.0,0.0,700.0,1500.0,900.0
Townhouse,Central,Mosta,1.0,1,2.0,0.0,0.0,900.0,900.0,900.0
Penthouse,South,Luqa,2.0,11,2.0,0.0,0.0,750.0,1000.0,900.0
Maisonette,North,Mgarr,3.0,41,2.0,0.0,0.0,700.0,1200.0,900.0
Townhouse,South,Qrendi,2.0,1,1.0,,,900.0,900.0,900.0
Penthouse,North,Qawra,2.0,63,2.0,0.0,0.0,595.0,2000.0,900.0
