Type,Province,Town,Bedrooms,Stage,Reference_count,Bathrooms_median,IntArea_median,ExtArea_median,Price_min,Price_max,Price_median
Townhouse,Central,Hamrun,3.0,Furnished,13,2.0,150.0,26.0,256000.0,526000.0,360000.0
Maisonette,Central,Mosta,3.0,Unclassified,10,2.0,130.0,30.0,315000.0,425000.0,360000.0
Penthouse,North,Qawra,2.0,Plan,16,2.0,97.0,85.0,225000.0,445000.0,360000.0
Townhouse,South,Tarxien,3.0,Furnished,5,2.0,90.0,15.0,282000.0,383000.0,360000.0
Apartment,East,Sliema,2.0,Finished,88,2.0,88.0,4.0,275000.0,595000.0,360000.0
Maisonette,North,Burmarrad,3.0,Finished,5,2.0,133.5,10.5,224500.0,375000.0,360000.0
Maisonette,Central,Attard,3.0,Finished,19,2.0,106.0,34.0,266000.0,430000.0,360000.0
Penthouse,North,Mellieha,1.0,Plan,5,1.0,65.0,40.0,256000.0,420000.0,360000.0
Maisonette,Central,Attard,3.0,Unclassified,3,2.0,113.0,33.0,340000.0,370000.0,360000.0
Apartment,Central,Iklin,3.0,Finished,17,2.0,104.0,18.0,265000.0,422000.0,360000.0
Maisonette,North,Burmarrad,3.0,Unclassified,5,2.0,134.0,10.5,350000.0,360000.0,360000.0
Maisonette Duplex,North,Saint Paul's Bay,3.0,Furnished,2,2.0,,,289000.0,430000.0,359500.0
Penthouse,West,Rabat,2.0,Plan,4,2.0,108.0,52.0,355000.0,385000.0,358500.0
Penthouse,West,Zebbug,3.0,Shell,4,2.5,,,352000.0,445000.0,357500.0
Maisonette,South,Paola,2.0,Unclassified,4,1.0,77.0,13.0,266000.0,399000.0,357500.0
Maisonette,Central,Birkirkara,2.0,Unclassified,8,2.0,125.0,22.5,240000.0,375000.0,357500.0
Penthouse,West,Zebbug,3.0,Unclassified,8,2.0,116.5,26.0,295000.0,560000.0,357500.0
Maisonette,West,Siggiewi,3.0,Furnished,2,2.0,,,315000.0,398000.0,356500.0
Apartment,South,Safi,3.0,Furnished,2,2.0,89.0,10.0,260000.0,452000.0,356000.0
Maisonette,Central,Lija,3.0,Furnished,2,2.0,168.0,46.0,356000.0,356000.0,356000.0
Apartment,Central,Attard,3.0,Finished,36,2.0,118.0,13.0,250000.0,420000.0,355500.0
Maisonette,Central,Lija,3.0,Finished,4,2.0,140.0,35.0,350000.0,365000.0,355000.0
Maisonette,East,Valletta,1.0,Furnished,6,1.0,39.0,1.0,275000.0,430000.0,355000.0
Apartment,East,Gzira,1.0,Furnished,5,1.0,75.0,40.0,240000.0,595000.0,355000.0
Maisonette,Central,Iklin,2.0,Unclassified,2,2.0,175.0,30.0,350000.0,360000.0,355000.0
Maisonette,Central,Lija,3.0,Unclassified,2,2.0,147.5,27.0,355000.0,355000.0,355000.0
Penthouse,West,Rabat,2.0,Shell,2,2.0,80.0,29.0,345000.0,365000.0,355000.0
Apartment,East,Gharghur,2.0,Unclassified,3,2.0,92.0,12.0,350000.0,360000.0,355000.0
Penthouse,East,Msida,3.0,Furnished,2,2.0,,,335000.0,375000.0,355000.0
Penthouse,Gozo,Gozo - Ghajnsielem,3.0,Unclassified,3,3.0,119.0,68.0,265000.0,760000.0,355000.0
Maisonette,South,Xghajra,3.0,Unclassified,2,2.0,120.0,19.0,309000.0,400000.0,354500.0
Apartment,Central,Balzan,3.0,Plan,102,3.0,156.0,19.0,200000.0,473000.0,354000.0
Maisonette,East,San Gwann,2.0,Plan,2,2.5,102.5,36.5,319000.0,388000.0,353500.0
Maisonette Duplex,Central,Mosta,2.0,Finished,2,2.0,,,230000.0,475000.0,352500.0
Maisonette,Central,Lija,3.0,Plan,2,2.0,120.0,16.0,330000.0,375000.0,352500.0
Apartment,Central,Lija,3.0,Unclassified,2,2.0,135.0,12.0,320000.0,385000.0,352500.0
Apartment,West,Bahrija,3.0,Finished,2,2.5,0.0,10.0,285000.0,420000.0,352500.0
Penthouse,East,Kappara,1.0,Plan,2,2.0,,,351000.0,352000.0,351500.0
Apartment,North,Xemxija,3.0,Finished,11,2.0,109.5,17.5,320000.0,595000.0,351000.0
Maisonette,East,Floriana,1.0,Furnished,3,2.0,28.0,34.0,350000.0,351000.0,351000.0
Maisonette,Central,Iklin,3.0,Finished,5,2.0,110.0,20.0,320000.0,350000.0,350000.0
Maisonette,Central,Birkirkara,3.0,Furnished,17,2.0,130.0,8.0,266000.0,400000.0,350000.0
Penthouse,Central,Attard,2.0,Plan,7,2.0,86.0,32.0,297500.0,600000.0,350000.0
Penthouse,Central,Attard,1.0,Furnished,2,1.0,58.0,50.0,350000.0,350000.0,350000.0
Apartment,South,Kalkara,1.0,Unclassified,33,1.0,63.0,20.0,265000.0,510000.0,350000.0
Penthouse,Central,Birkirkara,3.0,Finished,18,2.0,132.5,34.0,277000.0,480000.0,350000.0
Maisonette,Central,Attard,3.0,Furnished,3,2.0,,,329000.0,350000.0,350000.0
Maisonette,Central,Iklin,3.0,Furnished,2,1.5,,,350000.0,350000.0,350000.0
Penthouse,Central,Attard,2.0,Furnished,6,2.0,102.0,29.0,280000.0,351000.0,350000.0
Townhouse,South,Birgu,2.0,Unclassified,7,2.0,73.0,9.0,310000.0,635000.0,350000.0
Penthouse,South,Marsaskala,2.0,Plan,9,2.0,90.0,29.0,287000.0,457000.0,350000.0
Apartment,East,Swieqi,2.0,Plan,3,2.0,108.0,11.0,350000.0,350000.0,350000.0
Penthouse Duplex,East,Gzira,2.0,Finished,3,2.0,95.0,41.0,330000.0,350000.0,350000.0
Penthouse Duplex,East,Gzira,2.0,Plan,3,2.0,,,330000.0,370000.0,350000.0
Penthouse,South,Fgura,3.0,Finished,19,2.0,104.0,56.0,218000.0,450000.0,350000.0
Townhouse,South,Birgu,2.0,Finished,3,2.0,,,340000.0,436000.0,350000.0
Penthouse,Central,Balzan,2.0,Shell,5,2.0,103.0,105.0,295000.0,416000.0,350000.0
Townhouse,South,Tarxien,3.0,Finished,3,2.0,,,315000.0,385000.0,350000.0
Maisonette,South,Marsaxlokk,3.0,Finished,7,2.0,110.0,49.0,295000.0,395000.0,350000.0
Penthouse,Central,Mosta,2.0,Finished,37,2.0,89.5,38.0,198000.0,607000.0,350000.0
Maisonette,South,Zurrieq,2.0,Furnished,5,2.0,133.0,25.0,239500.0,405000.0,350000.0
Penthouse,North,Bugibba,1.0,Finished,2,1.0,72.0,46.0,315000.0,385000.0,350000.0
Apartment,East,Saint Julian's,2.0,Furnished,32,1.0,56.0,10.0,240000.0,595000.0,350000.0
Penthouse,North,Qawra,2.0,Finished,24,2.0,97.5,62.0,202000.0,449000.0,350000.0
Apartment,North,Burmarrad,3.0,Plan,29,2.0,0.0,21.0,270000.0,515000.0,350000.0
Apartment,East,Sliema,2.0,Unclassified,35,2.0,90.0,10.0,193000.0,575000.0,350000.0
Maisonette,Central,Santa Venera,3.0,Furnished,2,1.5,73.0,38.5,312000.0,388000.0,350000.0
Maisonette,Central,Qormi,3.0,Furnished,20,2.0,111.0,15.0,287000.0,425000.0,350000.0
Maisonette,North,Burmarrad,3.0,Plan,3,2.0,0.0,10.5,264500.0,360000.0,350000.0
Apartment,East,Gharghur,2.0,Furnished,3,3.0,84.0,10.0,310000.0,349000.0,349000.0
Townhouse,Central,Birkirkara,2.0,Finished,3,1.0,127.5,12.5,298000.0,349000.0,349000.0
Maisonette Duplex,Central,Hamrun,3.0,Furnished,2,2.0,109.0,31.0,325000.0,372000.0,348500.0
Maisonette,North,Mellieha,3.0,Unclassified,6,2.0,115.0,24.0,284500.0,385000.0,348000.0
Terraced House,South,Tarxien,2.0,Unclassified,2,2.5,,,286000.0,410000.0,348000.0
Apartment,Gozo,Gozo - Gharb,2.0,Unclassified,5,3.0,116.0,11.0,269000.0,368000.0,348000.0
Maisonette,Central,Mosta,3.0,Furnished,8,2.0,133.5,22.0,303000.0,414000.0,348000.0
Maisonette,South,Gudja,3.0,Finished,2,2.0,146.0,29.0,345000.0,350000.0,347500.0
Terraced House,Gozo,Gozo - Victoria,3.0,Shell,4,2.0,91.0,58.0,335000.0,420000.0,347500.0
Maisonette,Central,Mosta,3.0,Finished,32,2.0,118.0,30.0,230000.0,425000.0,347500.0
Maisonette,East,Swieqi,2.0,Finished,4,2.0,104.0,25.0,321000.0,375000.0,347500.0
Maisonette,North,Mgarr,3.0,Plan,2,1.5,114.0,24.0,320000.0,372000.0,346000.0
Penthouse,East,Saint Julian's,1.0,Plan,2,1.0,66.0,17.0,260000.0,432000.0,346000.0
Maisonette,South,Zejtun,3.0,Unclassified,11,2.0,125.0,27.0,245000.0,420000.0,346000.0
Penthouse,South,Kalkara,3.0,Finished,7,2.0,163.0,137.0,303000.0,595000.0,346000.0
Maisonette,East,Gharghur,2.0,Plan,2,1.0,74.0,26.5,341000.0,350000.0,345500.0
Maisonette,Central,Qormi,3.0,Unclassified,11,2.0,139.0,25.0,225000.0,425000.0,345500.0
Maisonette,West,Zebbug,3.0,Plan,2,2.0,94.0,26.0,277000.0,414000.0,345500.0
Maisonette,Central,Birkirkara,3.0,Unclassified,15,1.0,115.0,20.0,225000.0,425000.0,345000.0
Apartment,East,Pembroke,2.0,Shell,3,2.0,99.0,22.0,345000.0,350000.0,345000.0
Maisonette,Central,Swatar,3.0,Furnished,4,2.0,73.0,22.0,319000.0,350000.0,345000.0
Townhouse,South,Zejtun,2.0,Furnished,279,1.0,105.0,3.0,234000.0,350000.0,345000.0
Maisonette,East,Gzira,3.0,Furnished,3,2.0,125.0,15.0,260000.0,350000.0,345000.0
Penthouse,South,Safi,3.0,Furnished,2,2.0,,,345000.0,345000.0,345000.0
Apartment,Central,Naxxar,3.0,Plan,30,2.0,105.0,16.0,255000.0,462000.0,345000.0
Penthouse,South,Safi,3.0,Unclassified,2,2.0,67.5,42.0,345000.0,345000.0,345000.0
Apartment,East,Bahar Ic-Caghaq,3.0,Unclassified,2,2.0,105.0,3.0,340000.0,350000.0,345000.0
House of Character,South,Zejtun,2.0,Furnished,280,2.0,87.5,30.0,212000.0,830000.0,345000.0
Penthouse,East,Gzira,3.0,Unclassified,3,2.0,,,340000.0,425000.0,345000.0
Apartment,Central,Mosta,4.0,Unclassified,2,3.0,199.0,8.0,340000.0,350000.0,345000.0
Penthouse,Central,Naxxar,2.0,Finished,9,2.0,107.0,28.0,295000.0,440000.0,345000.0
Penthouse,East,Msida,3.0,Plan,2,2.0,,,340000.0,350000.0,345000.0
Apartment,Central,Attard,3.0,Furnished,21,2.0,120.0,10.0,260000.0,480000.0,345000.0
Penthouse,South,Kirkop,3.0,Plan,2,2.0,,,335000.0,355000.0,345000.0
Penthouse,South,Paola,3.0,Unclassified,2,2.0,0.0,23.0,299250.0,390000.0,344625.0
Maisonette,South,Zejtun,3.0,Furnished,10,2.0,111.0,10.0,288000.0,420000.0,344500.0
Apartment,East,Swieqi,2.0,Finished,32,2.0,84.0,6.0,220000.0,525000.0,344500.0
Maisonette,Central,Iklin,2.0,Furnished,4,1.5,90.0,20.0,330000.0,355000.0,344000.0
Townhouse,Gozo,Gozo - Victoria,3.0,Furnished,2,1.0,85.0,8.0,192000.0,495000.0,343500.0
Apartment,North,Mgarr,3.0,Unclassified,32,2.0,,,225500.0,504500.0,343500.0
Apartment,South,Kalkara,1.0,Finished,16,1.0,66.0,20.0,244000.0,465000.0,342500.0
Maisonette,North,Mgarr,2.0,Plan,2,2.0,,,265000.0,420000.0,342500.0
Townhouse,South,Tarxien,3.0,Unclassified,4,2.0,126.5,30.0,277000.0,425000.0,342500.0
Maisonette,South,Zurrieq,3.0,Furnished,2,2.0,,,270000.0,415000.0,342500.0
Apartment,East,Paceville,2.0,Finished,2,2.0,82.0,7.0,342000.0,342000.0,342000.0
Maisonette,East,Gharghur,3.0,Finished,6,2.0,107.5,26.5,325000.0,375000.0,340000.0
Townhouse,South,Paola,2.0,Furnished,5,2.0,90.0,12.0,297000.0,390000.0,340000.0
Apartment,East,Pembroke,2.0,Unclassified,2,2.0,89.45,27.7,330000.0,350000.0,340000.0
Apartment,West,Rabat,3.0,Furnished,9,2.0,80.0,10.0,290000.0,420000.0,340000.0
Penthouse,South,Zejtun,3.0,Finished,16,2.0,87.0,43.0,297500.0,370000.0,340000.0
House of Character,Central,Birkirkara,3.0,Unclassified,5,2.0,167.5,35.0,250000.0,535000.0,340000.0
Penthouse,South,Zabbar,3.0,Plan,8,2.0,80.0,20.0,290000.0,450000.0,340000.0
Maisonette,East,Gharghur,2.0,Finished,5,2.0,,,229000.0,370000.0,340000.0
Penthouse,Central,Mosta,2.0,Unclassified,18,2.0,102.0,40.0,235000.0,607000.0,340000.0
Maisonette,East,Gharghur,2.0,Unclassified,3,2.0,67.5,25.5,320000.0,399000.0,340000.0
Maisonette,Central,Swatar,3.0,Finished,4,2.0,,,335000.0,350000.0,340000.0
Maisonette,West,Siggiewi,3.0,Finished,3,2.0,115.0,23.0,314000.0,340000.0,340000.0
Maisonette,Central,Swatar,3.0,Shell,5,2.0,148.0,40.0,335000.0,346000.0,340000.0
Penthouse,East,Msida,3.0,Unclassified,3,2.0,130.0,92.0,335000.0,480000.0,340000.0
Terraced House,Gozo,Gozo - Victoria,3.0,Unclassified,3,3.0,245.0,32.0,335000.0,850000.0,340000.0
House of Character,South,Birgu,1.0,Furnished,2,1.5,30.0,6.0,330000.0,350000.0,340000.0
Penthouse,South,Fgura,3.0,Furnished,7,2.0,106.0,26.5,265750.0,371000.0,340000.0
Penthouse,Gozo,Gozo - Victoria,3.0,Plan,4,3.0,116.0,21.0,175000.0,350000.0,340000.0
Apartment,Central,Lija,3.0,Plan,4,2.0,125.0,21.0,320000.0,405000.0,340000.0
Apartment,East,Sliema,2.0,Shell,3,2.0,,,308000.0,526000.0,340000.0
Maisonette,Central,Balzan,2.0,Unclassified,2,1.5,,,250000.0,430000.0,340000.0
Apartment,Central,Lija,3.0,Finished,8,2.0,120.0,20.0,276000.0,420000.0,340000.0
Apartment,West,Dingli,2.0,Finished,6,2.0,,,210000.0,370000.0,340000.0
Maisonette,Central,Mosta,3.0,Plan,14,2.0,108.0,42.5,245000.0,430000.0,340000.0
Maisonette,South,Ghaxaq,3.0,Furnished,4,2.0,120.5,23.0,287000.0,372000.0,339500.0
Apartment,North,Xemxija,3.0,Plan,3,2.0,114.5,13.0,300000.0,450000.0,339000.0
Apartment,East,Kappara,3.0,Finished,55,2.0,136.5,15.5,240000.0,425000.0,339000.0
Maisonette,Central,Naxxar,2.0,Unclassified,3,2.0,125.0,15.0,265000.0,365000.0,339000.0
Penthouse,South,Marsaxlokk,2.0,Unclassified,6,1.0,128.0,64.0,300000.0,350000.0,338000.0
Apartment,East,Bahar Ic-Caghaq,3.0,Finished,14,2.0,,,319000.0,380000.0,337500.0
Maisonette,West,Bahrija,3.0,Furnished,2,2.0,150.0,10.0,280000.0,395000.0,337500.0
Apartment,East,Sliema,1.0,Finished,18,1.0,62.0,13.0,266000.0,570000.0,337500.0
Apartment,Central,Naxxar,3.0,Unclassified,34,2.0,116.0,10.0,236000.0,440000.0,337000.0
Maisonette,East,Sliema,2.0,Furnished,8,2.0,96.0,4.0,280000.0,375000.0,337000.0
Penthouse,South,Qrendi,3.0,Finished,4,2.5,,,286000.0,351000.0,337000.0
Penthouse,South,Birzebbuga,2.0,Unclassified,9,2.0,85.0,38.5,255000.0,450000.0,337000.0
Maisonette,North,Saint Paul's Bay,2.0,Furnished,2,1.0,,,303000.0,370000.0,336500.0
Penthouse,Central,Balzan,2.0,Plan,10,2.0,95.0,36.0,250000.0,416000.0,336000.0
Townhouse,South,Paola,3.0,Furnished,12,2.0,132.5,19.5,255000.0,615000.0,335500.0
Penthouse,West,Zebbug,2.0,Unclassified,6,2.0,101.5,26.0,290000.0,599000.0,335000.0
Maisonette,South,Birzebbuga,3.0,Finished,5,2.0,107.0,36.0,285000.0,428000.0,335000.0
Apartment,Central,Balzan,3.0,Furnished,14,2.0,130.0,8.0,240000.0,449000.0,335000.0
Apartment,South,Marsaxlokk,3.0,Furnished,9,2.0,83.0,10.0,277000.0,480000.0,335000.0
Apartment,Central,Mosta,3.0,Plan,169,2.0,124.0,19.0,209000.0,435000.0,335000.0
Townhouse,South,Paola,2.0,Finished,4,2.0,,,275000.0,390000.0,335000.0
Apartment,Central,Naxxar,3.0,Finished,66,2.0,92.0,10.0,254000.0,425000.0,335000.0
Maisonette,West,Dingli,2.0,Unclassified,2,2.0,109.0,29.5,300000.0,370000.0,335000.0
Apartment,East,Ta' Xbiex,3.0,Finished,3,2.0,,,280000.0,382000.0,335000.0
Apartment,East,Kappara,3.0,Plan,3,2.0,129.0,21.0,320000.0,340000.0,335000.0
Townhouse,Central,Santa Venera,2.0,Furnished,2,1.0,65.0,3.0,270000.0,399000.0,334500.0
Maisonette,South,Marsaxlokk,3.0,Shell,2,2.0,110.0,40.0,319000.0,350000.0,334500.0
Penthouse,Central,Birkirkara,3.0,Plan,12,2.0,112.5,29.0,275000.0,405000.0,334500.0
Townhouse,Central,Hamrun,3.0,Finished,5,2.0,200.0,20.0,265000.0,530000.0,334000.0
Apartment Duplex,Central,Birkirkara,3.0,Unclassified,2,1.0,143.0,6.0,298000.0,370000.0,334000.0
Penthouse,South,Marsa,2.0,Finished,2,2.0,95.0,87.5,285000.0,383000.0,334000.0
Penthouse,East,San Gwann,1.0,Unclassified,2,1.0,,,297000.0,371000.0,334000.0
Apartment,East,Bahar Ic-Caghaq,2.0,Finished,4,2.0,105.0,42.0,320000.0,480000.0,332500.0
Apartment,East,Swieqi,2.0,Shell,4,2.0,101.5,6.5,315000.0,420000.0,332500.0
Townhouse,West,Rabat,2.0,Unclassified,6,2.0,98.0,6.0,238000.0,495000.0,332500.0
Maisonette,Central,Naxxar,2.0,Furnished,7,2.0,0.0,15.0,280000.0,350000.0,332000.0
Penthouse,South,Marsaxlokk,2.0,Plan,6,2.0,42.5,35.0,326000.0,350000.0,330500.0
Penthouse,Central,Balzan,2.0,Unclassified,6,2.0,95.0,23.0,310000.0,416000.0,330500.0
House of Character,Gozo,Gozo - Xaghra,3.0,Shell,3,3.0,100.0,105.0,298000.0,690000.0,330000.0
Penthouse,South,Mqabba,3.0,Finished,2,2.0,,,300000.0,360000.0,330000.0
Penthouse,East,Gzira,2.0,Plan,7,2.0,85.0,35.0,280000.0,466000.0,330000.0
Penthouse,West,Zebbug,2.0,Finished,17,2.0,111.5,40.0,194500.0,425000.0,330000.0
Apartment,Central,Mosta,4.0,Finished,3,2.0,132.0,32.0,330000.0,340000.0,330000.0
Townhouse,South,Zabbar,2.0,Furnished,3,2.0,93.0,30.0,297000.0,375000.0,330000.0
Penthouse,East,San Gwann,2.0,Unclassified,6,2.0,81.0,25.0,315000.0,370000.0,330000.0
Penthouse,East,San Gwann,2.0,Plan,9,2.0,75.0,45.0,250000.0,490000.0,330000.0
Penthouse,East,San Gwann,2.0,Finished,17,2.0,92.0,29.0,240000.0,550000.0,330000.0
Maisonette,South,Birzebbuga,3.0,Unclassified,5,1.0,117.5,12.5,245000.0,372000.0,330000.0
Penthouse Duplex,East,Gzira,2.0,Shell,2,3.0,,,330000.0,330000.0,330000.0
Townhouse,West,Rabat,2.0,Furnished,4,2.0,99.0,60.5,200000.0,350000.0,330000.0
Penthouse,East,San Gwann,1.0,Plan,3,1.0,69.0,68.0,213000.0,330000.0,330000.0
Penthouse,Gozo,Gozo - Ghajnsielem,2.0,Unclassified,5,2.0,90.0,51.5,305000.0,400000.0,330000.0
Apartment,Central,Mosta,3.0,Finished,215,2.0,120.0,19.0,209000.0,520000.0,330000.0
Penthouse,North,Mellieha,2.0,Plan,20,2.0,99.0,38.5,300000.0,630000.0,329500.0
Maisonette,East,Swieqi,2.0,Furnished,3,2.0,,,290000.0,340000.0,329500.0
House of Character,South,Zurrieq,2.0,Furnished,3,2.0,85.0,85.0,310000.0,395000.0,329000.0
Penthouse,East,Gzira,2.0,Shell,9,2.0,95.5,29.0,281500.0,398000.0,329000.0
Farmhouse,Gozo,Gozo - Xewkija,4.0,Unclassified,2,3.5,85.5,61.5,298000.0,358000.0,328000.0
Penthouse,Central,Iklin,2.0,Plan,2,2.0,82.0,40.0,295000.0,360500.0,327750.0
Maisonette,South,Ghaxaq,3.0,Unclassified,2,1.5,95.0,10.0,285000.0,370000.0,327500.0
Penthouse,East,Msida,3.0,Finished,6,2.0,104.0,70.0,280000.0,550000.0,327500.0
Apartment,East,Swieqi,2.0,Unclassified,16,2.0,100.0,5.0,290000.0,530000.0,327500.0
Apartment,Central,Naxxar,3.0,Furnished,22,2.0,120.0,10.0,280000.0,426000.0,327500.0
Apartment,East,Ta' Xbiex,2.0,Furnished,6,2.0,100.0,70.0,250000.0,575000.0,327500.0
Penthouse,East,Pieta,1.0,Unclassified,4,1.0,50.0,27.0,154000.0,425000.0,327500.0
Terraced House,Gozo,Gozo - Xewkija,3.0,Shell,4,4.0,186.5,60.5,320000.0,398000.0,326500.0
Apartment,East,Bahar Ic-Caghaq,2.0,Unclassified,2,2.0,94.0,8.0,307110.0,345000.0,326055.0
Apartment,Central,Attard,3.0,Unclassified,14,2.0,105.6,11.0,275000.0,395000.0,325750.0
Apartment,North,Manikata,3.0,Plan,9,2.0,118.0,29.0,285000.0,440000.0,325000.0
Apartment Duplex,South,Paola,3.0,Unclassified,2,2.0,,,325000.0,325000.0,325000.0
Townhouse,Central,Birkirkara,2.0,Furnished,8,2.0,100.5,21.5,239000.0,370000.0,325000.0
Maisonette,East,Bahar Ic-Caghaq,2.0,Furnished,2,2.0,120.0,,275000.0,375000.0,325000.0
Penthouse,East,Gzira,2.0,Unclassified,3,2.0,83.4,12.9,249000.0,370000.0,325000.0
Penthouse,South,Birzebbuga,3.0,Finished,6,2.0,102.0,66.5,275000.0,412000.0,325000.0
Penthouse,South,Marsaskala,2.0,Shell,6,2.0,101.0,64.0,290000.0,475000.0,325000.0
Maisonette,South,Kalkara,4.0,Finished,4,2.5,,,310000.0,340000.0,325000.0
Penthouse,South,Zejtun,3.0,Unclassified,2,2.0,107.5,34.0,310000.0,340000.0,325000.0
Penthouse,Central,Balzan,2.0,Finished,5,2.0,,,266000.0,350000.0,325000.0
Penthouse,East,Gzira,2.0,Finished,17,2.0,85.0,22.5,260000.0,450000.0,325000.0
Penthouse,East,Saint Julian's,1.0,Unclassified,2,1.0,45.0,18.0,319000.0,330000.0,324500.0
Penthouse,North,Bugibba,2.0,Finished,6,2.0,112.0,35.0,265800.0,425000.0,324500.0
Maisonette,South,Paola,3.0,Furnished,4,2.0,124.0,14.5,295000.0,405000.0,324000.0
Maisonette,South,Zejtun,3.0,Plan,6,2.0,115.0,17.0,245000.0,425000.0,324000.0
Penthouse,South,Qrendi,3.0,Shell,5,2.0,122.0,20.0,306000.0,350000.0,324000.0
Maisonette,North,Mgarr,3.0,Finished,6,2.0,115.0,25.0,320000.0,388000.0,323500.0
Apartment,East,Gzira,3.0,Furnished,22,2.0,106.0,9.5,278000.0,450000.0,323500.0
Apartment,Central,Mosta,3.0,Unclassified,86,2.0,122.0,14.0,272000.0,583000.0,323000.0
Maisonette,Central,Santa Venera,3.0,Finished,2,2.0,140.0,21.0,295000.0,351000.0,323000.0
Penthouse,Gozo,Gozo - Gharb,2.0,Plan,4,1.0,80.5,32.5,185000.0,398000.0,323000.0
Maisonette,East,Sliema,1.0,Unclassified,2,1.5,,,295000.0,351000.0,323000.0
Penthouse,South,Zejtun,3.0,Plan,2,2.0,107.0,36.0,320000.0,325000.0,322500.0
Maisonette,East,Sliema,2.0,Unclassified,2,2.0,55.0,8.0,295000.0,350000.0,322500.0
Maisonette,South,Qrendi,3.0,Shell,8,2.0,125.0,15.0,230000.0,356000.0,322000.0
Apartment,East,San Gwann,3.0,Finished,58,2.0,145.0,24.0,231000.0,385000.0,322000.0
Maisonette,North,Saint Paul's Bay,3.0,Unclassified,2,2.5,,,318000.0,325000.0,321500.0
Townhouse,South,Luqa,2.0,Furnished,4,1.5,205.0,60.5,266000.0,458000.0,321000.0
Penthouse,North,Bugibba,3.0,Furnished,2,2.0,,,281600.0,360000.0,320800.0
Maisonette,South,Tarxien,2.0,Plan,2,2.0,130.0,10.0,266000.0,375000.0,320500.0
Penthouse,Gozo,Gozo - Victoria,2.0,Finished,2,3.0,77.0,40.0,320000.0,320000.0,320000.0
Apartment,Central,Attard,3.0,Shell,26,2.0,121.5,21.0,238000.0,360000.0,320000.0
Apartment Duplex,East,Msida,4.0,Plan,3,3.0,174.5,34.5,310000.0,320000.0,320000.0
Townhouse,Central,Hamrun,3.0,Unclassified,6,2.0,128.0,18.0,250000.0,380000.0,320000.0
Penthouse Duplex,Central,Santa Venera,2.0,Furnished,3,2.0,42.0,28.5,260000.0,360000.0,320000.0
Maisonette,Central,Birkirkara,3.0,Shell,4,2.0,183.0,20.0,280000.0,350000.0,320000.0
Penthouse,Central,Birkirkara,2.0,Unclassified,5,2.0,91.75,52.85,282000.0,360000.0,320000.0
Apartment Duplex,East,Gzira,3.0,Finished,3,1.0,217.0,53.0,310000.0,565000.0,320000.0
Penthouse,South,Zejtun,2.0,Plan,3,2.0,121.0,26.0,318000.0,329000.0,320000.0
Apartment,North,Mgarr,3.0,Finished,41,2.0,125.0,20.0,262000.0,595000.0,320000.0
Maisonette,West,Zebbug,2.0,Unclassified,3,2.0,80.0,14.0,309000.0,371000.0,320000.0
Apartment,Central,Mosta,3.0,Shell,7,2.0,108.0,17.0,260000.0,330000.0,320000.0
Maisonette,East,Valletta,2.0,Finished,2,2.5,,,320000.0,320000.0,320000.0
Apartment,North,Mellieha,3.0,Furnished,17,2.0,105.0,16.0,230000.0,600000.0,320000.0
Apartment,West,Rabat,2.0,Furnished,2,1.5,,,255000.0,385000.0,320000.0
Penthouse,North,Saint Paul's Bay,2.0,Finished,23,2.0,78.0,24.0,202000.0,478000.0,320000.0
Penthouse,South,Kalkara,3.0,Plan,7,2.0,102.0,17.0,319000.0,341000.0,320000.0
Maisonette Duplex,East,Valletta,1.0,Unclassified,2,1.0,,,220000.0,420000.0,320000.0
Apartment,Central,Balzan,2.0,Furnished,3,1.0,115.0,11.0,319000.0,351000.0,320000.0
Penthouse,Central,Qormi,3.0,Finished,27,2.0,120.0,35.0,266000.0,455000.0,320000.0
Maisonette Duplex,East,Msida,2.0,Finished,2,2.0,,,320000.0,320000.0,320000.0
Penthouse,North,Saint Paul's Bay,2.0,Unclassified,16,2.0,77.0,19.0,260000.0,750000.0,320000.0
Maisonette,South,Marsaskala,3.0,Furnished,24,2.0,105.0,43.0,255000.0,420000.0,319500.0
Maisonette,West,Zebbug,2.0,Furnished,3,1.0,102.0,23.0,265000.0,372000.0,319000.0
Townhouse,Central,Qormi,2.0,Furnished,7,2.0,124.0,15.0,160000.0,1010000.0,319000.0
Penthouse,South,Birzebbuga,2.0,Finished,16,2.0,83.0,18.5,195000.0,450000.0,319000.0
Maisonette,South,Kalkara,3.0,Finished,8,2.0,128.0,23.0,265000.0,330000.0,319000.0
Townhouse,South,Zabbar,3.0,Shell,6,2.0,70.0,25.0,296500.0,445000.0,319000.0
Penthouse,Gozo,Gozo - Qala,2.0,Plan,3,2.0,107.0,45.0,249000.0,405000.0,319000.0
Penthouse,South,Qrendi,2.0,Furnished,3,1.0,55.5,74.0,298000.0,349000.0,319000.0
Maisonette,East,Sliema,2.0,Finished,8,2.0,42.0,8.5,280000.0,420000.0,319000.0
Penthouse,Central,Hamrun,3.0,Finished,3,2.0,,,319000.0,320000.0,319000.0
Maisonette,South,Zejtun,3.0,Finished,9,2.0,94.0,25.0,225000.0,423500.0,319000.0
Apartment,Central,Mosta,3.0,Furnished,31,2.0,132.5,12.5,266000.0,375000.0,319000.0
Townhouse,South,Zurrieq,2.0,Furnished,2,1.5,101.0,10.0,234000.0,403000.0,318500.0
