Is_Sale,Source,Reference,Town,Type,Stage,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
True,Belair,700948,Mosta,House of Character,Furnished,3,2,585,,,1450000
True,Belair,307988,Gharghur,House of Character,Furnished,4,1,605,,,1495000
True,Belair,306699,St Julians,Townhouse,Unclassified,18,20,212,,,1495000
True,Belair,135817,Valletta,Townhouse,Furnished,4,4,78,,,1500000
True,Belair,500575,Swieqi,Duplex Penthouse,Finished,3,2,450,,,1500000
True,Belair,803196,St Pauls Bay,Semi-detached Villa,Shell,4,6,350,,,1500000
True,Belair,135620,Valletta,House of Character,Furnished,8,5,,,,1500000
True,Belair,505081,Mosta,Penthouse,Finished,1,1,87,,,239000
True,Belair,503009,Ghaxaq,Apartment,Finished,3,2,160,,,240000
True,Belair,307334,Birkirkara,Townhouse,Unclassified,3,2,115,,,225000
True,Belair,505384,San Gwann,Apartment,Unclassified,3,2,141,,,230000
True,Belair,504040,Gwardamangia,Apartment,Furnished,3,2,100,,,235000
True,Belair,505081,Mosta,Penthouse,Finished,1,1,87,,,239000
True,Belair,503009,Ghaxaq,Apartment,Finished,3,2,160,,,240000
True,Belair,501759,Ibrag,Within Development Zone (DZ),Unclassified,0,0,460,,,1600000
True,Belair,501760,Ibrag,Within Development Zone (DZ),Unclassified,0,0,460,,,1600000
True,Belair,024168,"Sliema, Tigne Point",Apartment,Plan,2,2,134,,,1625000
True,Belair,803274,Attard,Fully-detached Villa,Furnished,4,4,690,,,1650000
True,Belair,135862,"Sliema, Tigne Point",Apartment,Plan,2,2,177,,,1675000
True,Belair,307250,Balzan,Townhouse,Furnished,3,4,400,,,1695000
True,Belair,504266,"Sliema, Fort Cambridge",Apartment,Plan,3,4,330,,,1700000
True,Belair,137326,Zebbug,Farmhouse,Furnished,3,2,8000,,,1700000
True,Belair,502047,"Sliema, Tigne Point",Duplex Apartment,Plan,4,1,325,,,1975000
True,Belair,505205,Attard,Fully-detached Villa,Unclassified,6,5,700,,,2150000
True,Belair,307353,Zurrieq,House of Character,Furnished,2,0,6600,,,2195000
True,Belair,505343,Qormi,Townhouse,Unclassified,4,3,874,,,2200000
True,Belair,701100,Sliema,Apartment,Finished,4,4,426,,,2200000
True,Belair,135578,Madliena,Semi-detached Villa,Shell,4,4,500,,,2300000
True,Belair,504328,Madliena,Semi-detached Villa,Shell,4,5,550,,,2300000
True,Belair,133697,Valletta,Boutique Hotel,Shell,,,860,,,2350000
True,Belair,307135,Lija,House of Character,Furnished,5,5,,,,2500000
True,Belair,018754,Floriana,Warehouse,Unclassified,,,530,,,P.O.R
True,Belair,503269,Madliena,Semi-detached Villa,Finished,4,4,300,,,2500000
True,Belair,802276,Lija,House of Character,Furnished,4,4,1500,,,2500000
True,Belair,802884,"Mellieha, Santa Maria Estate",Fully-detached Villa,Unclassified,4,3,1700,,,2950000
True,Belair,307254,Dingli,Animal Farm,Finished,,,,,,P.O.R
True,Belair,306021,Madliena,Fully-detached Villa,Furnished,4,4,1565,,,P.O.R
True,Belair,017607,Qrendi,Palazzo / Palazzino,Unclassified,4,2,1300,,,3185000
True,Belair,701829,Valletta,Penthouse,Finished,2,2,297,,,3500000
True,Belair,131312,Rabat,Palazzo / Palazzino,Furnished,3,7,360,,,4300000
True,Belair,306651,Siggiewi,Farmhouse,Furnished,4,4,21900,,,4500000
True,Belair,305007,Mellieha,Detached Bungalow,Furnished,5,5,1400,,,4600000
True,Belair,130842,Madliena,Fully-detached Villa,Finished,5,5,1190,,,4800000
True,Belair,505361,Valletta,Palazzo / Palazzino,Furnished,30,9,,,,5000000
True,Belair,504593,Valletta,Office Centre,Finished,,,1700,,,12250000
True,Belair,505288,"Sliema, Tigne Point",Garage Residential,Plan,0,0,15,,,38000
True,Belair,505484,Naxxar,Garage Residential,Unclassified,3,0,140,,,40000
True,Belair,505289,"Sliema, Tigne Point",Garage Residential,Plan,0,0,30,,,65000
True,Belair,505528,Mosta,Garage Residential,Unclassified,2,0,99,,,95000
True,Belair,505274,Rabat,Agricultural Land,Unclassified,0,0,670,,,109000
True,Belair,701990,Xaghra,Apartment,Shell,1,1,54,,,117000
True,Belair,307935,Gzira,Retail Outlet,Finished,,,48,,,120000
True,Belair,701991,Xaghra,Apartment,Shell,1,1,59,,,125000
True,Belair,701992,Xaghra,Apartment,Shell,2,1,83,,,140000
True,Belair,701994,Xaghra,Apartment,Shell,2,1,90,,,150000
True,Belair,701997,Xaghra,Apartment,Shell,1,1,90,,,155000
True,Belair,701993,Xaghra,Apartment,Shell,2,1,95,,,160000
True,Belair,701996,Xaghra,Apartment,Shell,1,1,54,,,165000
True,Belair,307943,Hamrun,Duplex Penthouse,Shell,2,2,105,,,168000
True,Belair,505466,San Gwann,Apartment,Plan,1,1,57,,,170000
True,Belair,505471,San Gwann,Apartment,Plan,3,1,57,,,175000
True,Belair,701995,Xaghra,Apartment,Shell,1,1,113,,,175000
True,Belair,307334,Birkirkara,Townhouse,Unclassified,3,2,115,,,225000
True,Belair,503009,Ghaxaq,Apartment,Finished,3,2,160,,,240000
True,Belair,505081,Mosta,Penthouse,Finished,1,1,87,,,239000
True,Belair,504040,Gwardamangia,Apartment,Furnished,3,2,100,,,235000
True,Belair,505384,San Gwann,Apartment,Unclassified,3,2,141,,,230000
True,Belair,307334,Birkirkara,Townhouse,Unclassified,3,2,115,,,225000
True,Belair,503009,Ghaxaq,Apartment,Finished,3,2,160,,,240000
True,Belair,701998,Xaghra,Apartment,Shell,1,1,113,,,180000
True,Belair,505279,Zejtun,Apartment,Shell,2,2,90,,,185000
True,Belair,307931,Gzira,Apartment,Plan,1,1,60,,,190000
True,Belair,307932,Gzira,Apartment,Plan,1,1,60,,,195000
True,Belair,505348,Balzan,Retail Outlet,Unclassified,,,80,,,199000
True,Belair,308026,Qormi,Apartment,Furnished,1,1,64,,,199000
True,Belair,308027,Qormi,Apartment,Furnished,1,1,64,,,199000
True,Belair,505411,Birkirkara,Apartment,Plan,2,2,100,,,200000
True,Belair,307933,Gzira,Apartment,Plan,1,1,60,,,200000
True,Belair,505369,Santa Venera,Elevated Ground Floor Maisonette,Unclassified,1,2,95,,,202000
True,Belair,505415,Birkirkara,Apartment,Plan,2,2,100,,,205000
True,Belair,137800,Qawra,Apartment,Furnished,2,1,90,,,208000
True,Belair,307954,Birkirkara,Apartment,Finished,2,2,93,,,210000
True,Belair,505408,Birkirkara,Apartment,Plan,2,2,99,,,210000
True,Belair,505409,Birkirkara,Apartment,Plan,2,2,90,,,210000
True,Belair,505419,Birkirkara,Apartment,Plan,2,2,100,,,210000
True,Belair,505410,Birkirkara,Apartment,Plan,2,2,91,,,210000
True,Belair,307955,Birkirkara,Apartment,Finished,2,2,94,,,210000
True,Belair,307987,Swieqi,Ground Floor Maisonette,Finished,1,1,55,,,213000
True,Belair,505412,Birkirkara,Apartment,Plan,2,2,99,,,215000
True,Belair,505413,Birkirkara,Apartment,Plan,2,2,90,,,215000
True,Belair,505414,Birkirkara,Apartment,Plan,2,2,91,,,215000
True,Belair,307958,Birkirkara,Apartment,Finished,2,2,95,,,215000
